"kills","assists","damageDealt","timeSurvived","wins","cluster"
4631,1511,562903.5,3585773.2,333,"2"
24,7,3958.5493,39442.156,0,"1"
8,2,1453.4005,11788,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
640,183,87218.18,698248,35,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,1,247.4673,892,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
281,82,32414.727,148011,26,"1"
10,3,1701.4667,6291,0,"1"
79,29,13571.177,99262.4,1,"1"
0,0,0,0,0,"1"
465,8,53691.043,305795.22,9,"1"
0,0,0,0,0,"1"
4711,1706,673189.25,3717359.5,266,"2"
71,29,12158.767,83630.53,2,"1"
36,7,4454.666,28737,1,"1"
0,0,0,108,0,"1"
8,0,761.0424,1462,1,"1"
0,0,0,0,0,"1"
500,196,65404.527,331811,15,"1"
0,0,0,0,0,"1"
106,22,17606.535,118130,2,"1"
1295,300,217663.08,1902101.8,63,"2"
4535,2,559610.25,2692948.2,115,"2"
0,0,0,0,0,"1"
4142,1525,630957.7,3795844,292,"2"
1122,444,206324.7,2110366.5,108,"2"
74,18,10104.204,53411,2,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
1551,578,204775.78,938927,83,"2"
0,0,82.08,466,0,"1"
170,55,19285.465,191286.16,18,"1"
1,1,589.3734,11555.223,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
888,444,115374.055,1587157.1,151,"2"
0,0,0,0,0,"1"
35,8,4605.6147,27671.07,0,"1"
0,0,0,0,0,"1"
77,0,7130.305,30572.145,0,"1"
0,0,0,0,0,"1"
8650,3166,1142146.2,7652496,571,"4"
196,104,26032.54,298354.3,13,"1"
34,5,6132.1914,49147.617,1,"1"
3,0,926.75,4970.606,0,"1"
1280,8,134056,526042.6,48,"1"
6,0,696.129,3964.887,0,"1"
12525,2808,1263675.2,3377366,874,"4"
1,1,378.7351,2204,1,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
492,136,68888.71,480922,25,"1"
0,0,0,0,0,"1"
9,1,895.0397,9683,0,"1"
66,23,10411.465,197414.16,4,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
4861,1549,498924.2,2577473,740,"4"
154,112,32884.957,602511.1,15,"1"
140,21,16643.146,77967,1,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
92,55,15369.655,120372,6,"1"
0,4,132.73154,1724,0,"1"
3,3,317.1476,9507.271,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
1379,557,171720.08,1063421.9,137,"2"
0,0,0,0,0,"1"
1,0,234.8854,706,0,"1"
0,0,0,0,0,"1"
377,0,60365.19,617955,6,"1"
0,0,0,0,0,"1"
5036,1519,735333.75,4420237,346,"4"
0,1,343.58105,5619,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
3,0,486.62292,2521,0,"1"
0,0,0,0,0,"1"
697,207,99343.97,496901,26,"1"
0,0,21.816853,2364,0,"1"
8,2,1105.6738,12185.269,1,"1"
0,0,0,0,0,"1"
18,0,1583.6022,8942.662,1,"1"
0,0,0,0,0,"1"
100,57,15645.002,106651.99,3,"1"
0,0,0,201,0,"1"
6,0,675.7796,2316,0,"1"
12,0,1004.73267,10324,0,"1"
11,0,1368.8762,6711,0,"1"
0,0,0,0,0,"1"
1090,162,112419.98,302555,19,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
3979,1156,681292.75,3968613,144,"2"
0,0,0,0,0,"1"
2,0,307.93536,2022,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
3362,1347,503802.4,4194758,301,"2"
2,4,664.4251,5582,0,"1"
2,1,183.67494,1970,0,"1"
2,3,437.50146,12116,0,"1"
2,0,240.36119,5940,0,"1"
0,0,0,0,0,"1"
390,198,41196.297,305835,18,"1"
0,0,0,0,0,"1"
415,53,53373.87,159239.72,13,"1"
0,0,0,0,0,"1"
877,25,104887.21,346934.75,25,"1"
0,0,0,0,0,"1"
27653,8732,4353310,14294288,1316,"3"
141,40,23964.66,87529.99,7,"1"
33,5,4594.767,27239,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
581,193,79610.9,418174,13,"1"
0,0,0,0,0,"1"
53,7,6792.6484,39375.688,2,"1"
69,21,12704.367,90338.984,2,"1"
31,0,3740.0286,22103.64,0,"1"
0,0,0,0,0,"1"
315,137,45818.305,328069.62,25,"1"
502,200,79329.984,571503.2,37,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
5206,1942,736762.9,5101029,366,"4"
0,0,0,0,0,"1"
41,18,7024.929,147732.45,0,"1"
3,0,962.9658,16050.975,0,"1"
1021,5,111203.28,825029.4,5,"1"
0,0,0,0,0,"1"
1439,672,194949.19,1533930.9,154,"2"
0,0,60.173218,979.754,0,"1"
22,0,2348.7627,14056,2,"1"
0,0,0,173,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
385,120,53179.355,244155,9,"1"
0,0,0,0,0,"1"
1,1,443.66064,3077,0,"1"
11,1,1113.3254,7602,0,"1"
33,0,3335.794,20182,1,"1"
0,0,0,0,0,"1"
1956,692,276881,1443683,129,"2"
14,5,3163.1387,22780,1,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
3765,1557,617568.25,4259358,345,"4"
235,118,49533.152,435264.75,13,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
1,0,169.81345,1434,0,"1"
0,0,0,0,0,"1"
78,23,9843.122,53180,2,"1"
0,0,0,0,0,"1"
0,0,49.603302,268,0,"1"
0,0,0,0,0,"1"
5,0,594.11053,3655,0,"1"
0,0,0,0,0,"1"
247,42,24441.812,72204,13,"1"
0,0,0,0,0,"1"
303,189,48798.477,518628.53,10,"1"
49,25,9208.233,101536.586,1,"1"
107,3,12264.163,80720.19,2,"1"
9,0,1256.415,8980.432,0,"1"
425,261,67888.63,607979.2,33,"1"
38,14,4480.553,55504.785,5,"1"
30,8,5526.1553,29445,2,"1"
0,0,0,0,0,"1"
24,0,2961.9238,10751,0,"1"
0,0,0,0,0,"1"
1635,614,219949.7,1147257,140,"2"
0,0,0,0,0,"1"
4,0,372.96902,3276,0,"1"
1,0,100,311,0,"1"
0,0,62.999996,217,0,"1"
0,0,0,0,0,"1"
190,30,20202.596,76779,10,"1"
2,0,280.1124,1853,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
632,229,91906.25,570008,50,"1"
0,0,0,0,0,"1"
165,52,20879.828,74130.65,6,"1"
0,0,0,0,0,"1"
416,12,51343.727,158427.67,5,"1"
0,0,0,0,0,"1"
2364,1146,308385.56,1391668.5,238,"2"
0,0,0,0,0,"1"
85,18,11668.274,95613.79,2,"1"
30,11,4489.3164,31537,3,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
1956,836,246576.94,1368655.2,183,"2"
10,2,1280.7695,10530.51,0,"1"
7,2,1382.8087,13105,0,"1"
17,1,2014.2415,15206,1,"1"
13,0,1708.5308,7866,0,"1"
0,0,0,0,0,"1"
4819,1789,646012.8,3970604,461,"4"
40,15,3801.4116,25164,6,"1"
153,36,20071.973,118479.32,8,"1"
0,0,0,0,0,"1"
6121,291,812162.1,4334608.5,9,"2"
0,0,0,0,0,"1"
5372,2139,820172.44,6418130.5,467,"4"
12,5,1839.6453,11735.879,4,"1"
118,27,13741.873,55278,1,"1"
0,0,0,0,0,"1"
17,0,1815.7465,5156,0,"1"
0,0,0,0,0,"1"
3077,868,393001.7,1096384,109,"2"
5,0,534.5418,2735,1,"1"
147,59,18567.6,124545.73,11,"1"
0,0,0,0,0,"1"
42,1,5279.212,20831.908,0,"1"
0,0,0,0,0,"1"
4602,2325,625132.75,3613176.8,344,"4"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
73,34,14386.228,149501,1,"1"
3,0,302.82605,3300,0,"1"
0,0,0,0,0,"1"
272,152,47547.96,366616,23,"1"
513,332,101119.94,941280,59,"1"
1198,443,171583.36,1212408.5,100,"2"
0,0,0,0,0,"1"
134,3,16377.491,135516.11,5,"1"
0,0,0,0,0,"1"
5460,2630,829257.7,6289966,706,"4"
0,0,0,0,0,"1"
58,26,7850.0522,38934,3,"1"
17,7,2817.2925,22588,0,"1"
82,0,9836.756,46811,1,"1"
5,0,707.249,1513,0,"1"
4263,1879,595432.8,3371816,338,"2"
338,150,46567.684,351403,37,"1"
20,7,3279.5493,33914,3,"1"
0,0,0,0,0,"1"
11,0,1280.9513,7340,0,"1"
0,0,0,0,0,"1"
175,120,24413.955,288732,13,"1"
0,0,0,0,0,"1"
19,7,3657.6294,29417,3,"1"
0,0,0,0,0,"1"
1,0,65,1298,0,"1"
0,0,0,0,0,"1"
115,36,17542.479,105281,3,"1"
0,0,0,90,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
51,0,6590.497,40336,1,"1"
0,0,0,0,0,"1"
324,85,46176.984,255901,7,"1"
0,0,0,0,0,"1"
13,4,2172.8738,17596,1,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
216,98,25368.428,247837,16,"1"
0,0,0,1710,1,"1"
4,0,326.58142,4285,0,"1"
0,0,0,0,0,"1"
264,0,31497.623,203809,7,"1"
0,0,0,0,0,"1"
979,314,140182.12,791699.8,57,"1"
0,0,0,0,0,"1"
29,11,4958.7095,25749,0,"1"
4,0,400,638,0,"1"
24,0,3212.9114,17732,0,"1"
0,0,154.3457,2122,0,"1"
254,80,36820.246,149593,5,"1"
4,2,516.65875,1556,0,"1"
333,89,51103.055,235661,3,"1"
52,9,6439.9204,25378,0,"1"
15,0,1571.033,2082,0,"1"
6,0,563.1563,983,0,"1"
923,275,127362.97,433850.66,23,"1"
0,0,0,1176,0,"1"
83,15,10140.944,15164,2,"1"
0,0,0,0,0,"1"
22,0,2323.463,5497,1,"1"
0,0,0,0,0,"1"
1562,399,237033.7,696719,35,"1"
9,2,1130.4429,3076,1,"1"
119,29,16669.648,43937,4,"1"
0,0,0,0,0,"1"
37,0,4494.5645,10081,1,"1"
0,0,0,0,0,"1"
1367,404,199843.44,600640,48,"1"
0,0,0,0,0,"1"
7,1,1393.1545,5345,0,"1"
0,0,0,0,0,"1"
34,0,3799.585,10974,0,"1"
0,0,0,0,0,"1"
593,153,78288.414,271542,33,"1"
13,0,1233.2684,2745,0,"1"
361,96,49420.77,192934.53,10,"1"
0,0,0,0,0,"1"
102,7,12951.272,42897.348,0,"1"
0,0,0,0,0,"1"
4080,1082,548272.7,1838972.5,138,"2"
30,4,3977.4253,9914.867,1,"1"
419,93,59175.305,247756,9,"1"
0,0,0,0,0,"1"
53,0,8119.295,28423,0,"1"
0,0,0,0,0,"1"
1102,378,157340.66,586212,55,"1"
0,0,0,0,0,"1"
33,2,3910.895,16749,0,"1"
0,0,0,0,0,"1"
795,0,76320.26,177724,13,"1"
14,0,1397.0599,8776,0,"1"
316,116,43132.254,217904,15,"1"
13,10,2007.4921,13708,1,"1"
76,11,10091.313,47933,2,"1"
0,0,0,0,0,"1"
105,0,12384.505,64891,2,"1"
0,0,0,0,0,"1"
437,175,65498.22,293252,12,"1"
0,0,0,0,0,"1"
63,3,6507.3364,14081,1,"1"
0,0,0,0,0,"1"
34,0,4209.837,10511,0,"1"
0,0,0,0,0,"1"
1430,119,197544.88,400578,2,"1"
0,0,0,0,0,"1"
8,1,661.6411,5895,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
612,243,94305.1,468526,55,"1"
0,0,0,0,0,"1"
117,9,14480.897,34859,2,"1"
0,0,0,0,0,"1"
43,0,3879.369,10179,1,"1"
1,0,190.78249,801,0,"1"
342,93,40546.535,124277,27,"1"
0,0,0,0,0,"1"
1,0,392.80682,1636,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
2340,868,331411.84,1012772,69,"2"
0,0,0,0,0,"1"
244,37,27996.072,78803,7,"1"
0,0,0,0,0,"1"
53,0,6225.2754,19441,1,"1"
0,0,0,0,0,"1"
1279,408,177416.8,726973,60,"1"
1,0,77.64,855,0,"1"
314,82,44215.605,161438.77,6,"1"
0,0,0,0,0,"1"
325,0,36337.07,120531.88,5,"1"
0,0,0,0,0,"1"
3740,1107,514072.2,2122867.5,159,"2"
0,0,0,0,0,"1"
367,64,46645.098,109365,3,"1"
0,0,27.72,110,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
240,88,29625.188,106409,10,"1"
0,0,0,0,0,"1"
343,56,45218.867,119214,3,"1"
0,0,19.8,110,0,"1"
9,0,917.0637,819,0,"1"
0,0,0,0,0,"1"
283,115,42897.93,146214,13,"1"
0,0,0,0,0,"1"
171,29,23378.516,57232,2,"1"
0,0,0,0,0,"1"
522,0,58274.938,131003,7,"1"
0,0,0,0,0,"1"
5706,1886,820684.9,2374100.5,327,"4"
19,3,1830.3961,3450,0,"1"
760,172,122194.27,534179,14,"1"
0,0,0,0,0,"1"
576,0,61550.496,174233,25,"1"
0,0,0,0,0,"1"
856,313,154813.16,688675,44,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
18,0,2266.5767,14403.325,0,"1"
0,0,0,0,0,"1"
938,349,145538.2,732532.25,51,"1"
8,4,1054.592,7344.911,2,"1"
278,47,43715.348,120040,3,"1"
0,0,0,0,0,"1"
23,0,2620.116,5174,0,"1"
0,0,0,0,0,"1"
1032,313,149520.52,451356,46,"1"
0,0,0,0,0,"1"
53,9,6321.112,20115,2,"1"
1,0,143,127,0,"1"
5,0,621.1512,7868,0,"1"
0,0,0,0,0,"1"
92,26,11249.844,64074,3,"1"
1,0,100,1047,0,"1"
134,31,19420.217,76990,3,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
313,122,52363.223,190705,9,"1"
0,0,0,0,0,"1"
198,18,29362.121,151238.11,5,"1"
0,0,0,0,0,"1"
6,0,853.97266,2957.507,0,"1"
0,0,0,0,0,"1"
1431,531,242232.58,1104258.4,85,"2"
0,0,0,0,0,"1"
411,83,54084.05,149456,2,"1"
0,0,0,0,0,"1"
274,0,30461.219,77185,1,"1"
0,0,0,0,0,"1"
5858,1816,855640,2657533,178,"2"
0,0,0,0,0,"1"
5,0,884.95715,7069,0,"1"
0,0,0,0,0,"1"
3,0,431.24466,1694,0,"1"
0,0,0,0,0,"1"
125,50,16946.295,88529,15,"1"
0,0,0,0,0,"1"
154,16,21451.621,69844,1,"1"
3,1,700.7947,2473,0,"1"
1,0,148.24167,2879,0,"1"
0,0,0,0,0,"1"
1718,838,268578.88,1155454,108,"2"
1,0,99.99999,781,0,"1"
165,42,22938.16,99862.73,6,"1"
0,0,0,0,0,"1"
278,15,34012.9,119638.43,3,"1"
0,0,0,0,0,"1"
11620,3248,1658743.4,8075884.5,506,"4"
2,2,200.04681,1770,1,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
130,0,13740.687,54610,1,"1"
0,0,0,0,0,"1"
1783,354,202847.94,725529.9,109,"2"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
3,0,244.24,834,0,"1"
0,0,0,0,0,"1"
480,157,70966.56,241267,20,"1"
0,0,0,0,0,"1"
24,4,2464.3545,8151,1,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
1308,504,195522.39,967802,65,"2"
0,0,0,0,0,"1"
139,30,19113.734,110758,5,"1"
0,0,0,0,0,"1"
20,0,2290.6897,14926,0,"1"
0,0,0,0,0,"1"
3615,713,373114.12,1353994.8,223,"2"
0,0,0,0,0,"1"
269,36,34253.34,141057,8,"1"
0,0,0,266,0,"1"
103,0,9726.761,32918,3,"1"
0,0,0,0,0,"1"
4713,1519,650164.3,3720430.5,343,"4"
0,1,20.56699,4254,1,"1"
27,5,4124.4736,11732,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
334,101,46220.79,145250,9,"1"
0,0,0,0,0,"1"
139,28,20407.53,119324.42,5,"1"
0,0,0,0,0,"1"
39,0,4894.0664,27568.91,1,"1"
0,0,0,0,0,"1"
2770,1069,464692.5,2001261.2,160,"2"
0,0,0,0,0,"1"
10,0,1234.823,3579,0,"1"
0,0,0,0,0,"1"
21,0,2706.462,5219,0,"1"
0,0,0,0,0,"1"
660,229,101767.89,355979,25,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
524,161,72505.44,265139,17,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
4,0,660.8968,7175.86,0,"1"
0,0,0,0,0,"1"
1417,626,229652.88,1016569.9,82,"2"
16,5,3260.2993,18148,0,"1"
3,2,452.64157,699,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
1523,194,169520.86,295993,30,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
174,61,26727.426,90725,6,"1"
0,0,0,0,0,"1"
234,40,36406.68,174552.08,1,"1"
0,0,0,0,0,"1"
25,1,3897.2642,21333.99,0,"1"
0,0,0,0,0,"1"
4707,1660,756186.25,3572615.8,216,"2"
2,2,381.76376,2438,0,"1"
101,24,13594.981,57648,0,"1"
0,0,0,0,0,"1"
1,0,239.88759,1519,0,"1"
0,0,0,0,0,"1"
4161,1469,620340.94,2174852,147,"2"
2,0,285.56674,2739,0,"1"
41,4,4748.6035,23146,1,"1"
43,9,5271.374,15959,1,"1"
8,0,967.7593,3576,0,"1"
0,0,0,0,0,"1"
2062,472,291847.78,757206,84,"2"
6,3,1150.7424,5323,1,"1"
20,2,2112.8762,7246,0,"1"
0,0,0,0,0,"1"
48,0,4688.9624,13548,1,"1"
0,0,0,0,0,"1"
361,56,45344.562,126116,19,"1"
0,0,0,0,0,"1"
722,141,102708.08,305993.6,14,"1"
0,0,272.324,944,0,"1"
406,2,43145.605,111573.4,11,"1"
20,0,1949.997,2140,0,"1"
2481,958,393229.44,1308954.5,74,"2"
2,2,278.35895,1230,0,"1"
8,1,1194.1,5121,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
804,245,101922.8,382958,42,"1"
3,0,304.50275,806,0,"1"
25,5,3465.729,13030,0,"1"
0,0,0,0,0,"1"
5,0,742.75446,1706,0,"1"
0,0,0,0,0,"1"
208,77,30377.611,109477,13,"1"
0,0,0,0,0,"1"
18,2,2262.8113,16281,0,"1"
0,0,0,0,0,"1"
29,0,2950.1367,9490,0,"1"
0,0,0,0,0,"1"
1143,342,168682.25,749937,36,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
675,235,94695.375,290150,25,"1"
0,0,0,0,0,"1"
32,11,4286.868,10881,1,"1"
0,0,0,0,0,"1"
3,0,492.1223,1650,0,"1"
0,0,0,0,0,"1"
313,102,49206.984,190786,10,"1"
0,0,0,0,0,"1"
16,0,1822.9281,5722,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
2151,615,283319.78,692816.4,24,"2"
0,0,0,0,0,"1"
49,13,7680.8364,33419.016,3,"1"
0,0,0,0,0,"1"
17,0,1988.4238,5470.1978,0,"1"
0,0,0,0,0,"1"
234,110,31520.197,189029.69,23,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
49,6,6972.9014,46608.1,0,"1"
0,0,0,0,0,"1"
7103,2686,1089278.6,5307608.5,414,"4"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
2420,840,357775.9,1360882,114,"2"
0,0,0,0,0,"1"
705,180,100263.38,422567,6,"1"
0,0,0,0,0,"1"
303,0,37909.68,178414,1,"1"
0,0,0,0,0,"1"
885,341,126109.766,517365,40,"1"
0,0,0,0,0,"1"
120,28,17951.281,111371,1,"1"
0,0,0,0,0,"1"
12,0,1410.6185,10475,0,"1"
0,0,0,0,0,"1"
1867,685,261193.94,897447,46,"2"
0,0,0,0,0,"1"
657,72,89441.125,435356,7,"1"
0,0,0,0,0,"1"
161,0,19418.104,104915,0,"1"
0,0,0,0,0,"1"
3101,833,423525.28,1944470,125,"2"
0,0,0,0,0,"1"
17,3,1911.4805,7159,0,"1"
0,0,0,0,0,"1"
4,0,260.50568,1744,0,"1"
0,0,0,0,0,"1"
1342,465,208125.61,646801,43,"1"
2,0,483.23706,4813,0,"1"
90,25,15058.762,69500,3,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
1784,601,263290.8,1072485,76,"2"
0,0,0,0,0,"1"
10,1,1445.652,5439,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
763,200,118156.68,397310,28,"1"
3,3,533.9879,2134,1,"1"
98,22,13858.384,51145,3,"1"
2,1,664.04,1916,0,"1"
87,0,9058.477,40123,0,"1"
10,0,1059.0234,1242,0,"1"
896,355,150978.22,874024,43,"1"
13,7,1749.5194,8023,0,"1"
0,0,44.482765,1313,0,"1"
0,0,0,0,0,"1"
3,0,290.80826,840,0,"1"
0,0,0,0,0,"1"
199,60,32772.32,169433,10,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
305,104,44000.54,216064.12,13,"1"
0,0,0,0,0,"1"
1168,228,180257.81,1244121.8,17,"1"
0,0,0,0,0,"1"
104,0,12371.002,65157.58,2,"1"
0,0,0,0,0,"1"
4116,1555,586543.5,3045530,191,"2"
12,3,1440.5435,9509,0,"1"
267,32,33741.12,109621.05,10,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
5224,1369,697521.3,1982667.8,264,"2"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
1,0,139.42001,1785,0,"1"
0,0,0,0,0,"1"
4093,1136,559216.1,1772225,145,"2"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
1444,530,208712.97,791537.2,94,"2"
0,0,0,0,0,"1"
11,2,1921.281,6873,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
199,35,29008.727,95419,8,"1"
0,0,0,0,0,"1"
46,9,7970.836,20522,0,"1"
0,0,0,0,0,"1"
6,0,978.6036,3988,0,"1"
0,0,0,0,0,"1"
5427,1953,854538.7,2380684,156,"2"
0,0,0,0,0,"1"
20,5,3145.329,17560,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
2139,739,279557.97,1658391,182,"2"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
220,85,33624.27,128219,6,"1"
0,0,0,0,0,"1"
87,16,10522.884,55853.332,2,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
3536,1085,468076.38,2769254.5,224,"2"
0,0,0,0,0,"1"
0,1,87.48368,1615,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
3,4,996.3078,3951,0,"1"
0,0,0,0,0,"1"
577,116,84259.98,314019.97,13,"1"
0,1,38.95,986,0,"1"
79,5,9631.396,49633.453,0,"1"
0,0,0,0,0,"1"
847,295,115430.52,538690.4,35,"1"
0,0,0,0,0,"1"
113,26,15545.807,45394,3,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
271,131,38469.965,136785,14,"1"
0,0,0,0,0,"1"
53,15,8144.2056,33372,1,"1"
0,0,0,0,0,"1"
97,0,10961.802,35618,1,"1"
0,0,0,0,0,"1"
2590,876,361951.66,1371784.9,154,"2"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
518,146,80687.664,236483,20,"1"
0,0,0,0,0,"1"
218,23,23093.346,76455,6,"1"
0,0,0,0,0,"1"
13,0,1460.7559,5516,0,"1"
0,0,0,0,0,"1"
336,118,44793.062,263227,11,"1"
0,0,0,0,0,"1"
429,104,61282.152,330328.25,10,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
430,140,61326.848,445163.6,28,"1"
0,0,0,0,0,"1"
78,18,10543.104,42309,1,"1"
0,0,0,0,0,"1"
5,0,430.7689,1592,1,"1"
0,0,0,0,0,"1"
1276,462,204691.17,824271,82,"2"
0,0,0,0,0,"1"
410,47,61237.18,219053,1,"1"
0,0,148.27553,1457,0,"1"
97,0,12008.637,65226,1,"1"
0,0,20.295,1238,0,"1"
917,214,133863.12,476910,12,"1"
0,0,0,0,0,"1"
241,52,28644.855,77910,10,"1"
0,0,0,0,0,"1"
13,0,1947.5225,10645,0,"1"
0,0,0,0,0,"1"
7585,2541,1122887.4,3598520.2,183,"4"
0,0,0,0,0,"1"
123,16,17174.316,59651.89,3,"1"
0,0,0,0,0,"1"
181,2,22755.41,86130.55,2,"1"
0,0,0,0,0,"1"
920,307,125134.98,439186.7,41,"1"
4,0,107.49144,1494,0,"1"
1,0,147.7689,1236,0,"1"
0,0,0,0,0,"1"
23,0,2608.4043,14407,0,"1"
0,0,0,0,0,"1"
2194,529,285045.2,1040806,110,"2"
0,0,0,0,0,"1"
110,26,14825.691,79417,4,"1"
100,15,10927.27,25414,6,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
5506,1730,800272.06,2755654,202,"2"
464,133,65635.01,192962,22,"1"
25,4,2940.1003,17734,0,"1"
0,0,0,0,0,"1"
15,0,1835.6818,8834,0,"1"
0,0,0,0,0,"1"
1685,741,253218.14,1318278,70,"2"
0,0,0,0,0,"1"
399,79,58515.07,260249.86,11,"1"
0,0,0,0,0,"1"
332,5,36826.945,168579.6,4,"1"
0,0,0,0,0,"1"
1548,558,258616.9,1198129,65,"2"
0,0,0,0,0,"1"
1756,357,243200.64,875252.8,21,"1"
0,0,0,0,0,"1"
8,0,1117.1345,6211.04,0,"1"
0,0,0,0,0,"1"
2345,822,344018.66,1168351.4,80,"2"
2,0,223.99739,380,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
25,10,3558.6726,24763,4,"1"
0,0,0,0,0,"1"
427,100,66685.95,370750.03,17,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
1358,494,197116.33,1045241.2,92,"2"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
102,42,18896.965,59966,3,"1"
0,0,0,0,0,"1"
6,1,646.5056,4114,1,"1"
0,0,0,0,0,"1"
8,0,985.562,4703,0,"1"
0,0,0,0,0,"1"
