"kills","assists","damageDealt","timeSurvived","wins","cluster"
19,0,1573.0823,6244,0,"1"
0,0,0,0,0,"1"
262,92,38825.027,181749,10,"1"
0,0,0,0,0,"1"
44,9,7030.9736,26603.518,1,"1"
0,0,0,0,0,"1"
15,0,1573.0245,8296.454,0,"1"
0,0,0,0,0,"1"
1343,405,204672.06,879666.4,66,"1"
0,0,0,0,0,"1"
103,22,18569.8,109267,1,"1"
0,0,0,0,0,"1"
7,0,846.70325,2057,0,"1"
0,0,0,0,0,"1"
1294,557,209525.05,1103066,51,"2"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
756,316,129371.96,589842,39,"1"
42,24,7079.922,46585,6,"1"
239,54,38223.51,186778,8,"1"
0,0,0,0,0,"1"
40,0,4937.555,29961,3,"1"
2,0,318.86163,2440,0,"1"
1410,486,219258.77,905017,59,"2"
24,8,4291.818,15705,1,"1"
8,0,1028.5085,1882,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
828,215,122998.78,449013,25,"1"
4,0,700.5393,1804,0,"1"
80,25,12949.794,107036,2,"1"
11,1,1596.886,7109,1,"1"
115,0,13652.674,102256,1,"1"
7,0,528.8037,2169,0,"1"
601,209,97766.02,549224,39,"1"
0,0,0,0,0,"1"
635,157,104146.16,449245,21,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
2258,1038,380286.94,1868809,136,"2"
0,0,0,0,0,"1"
182,51,26873.24,76180,3,"1"
0,0,0,0,0,"1"
0,0,0,224,0,"1"
0,0,0,0,0,"1"
2046,904,286138.1,1027437,51,"2"
0,0,0,0,0,"1"
25,5,3474.5637,11799,0,"1"
0,0,0,0,0,"1"
40,0,4555.3154,8255,0,"1"
0,0,0,0,0,"1"
940,316,145409.45,540490,31,"1"
0,0,0,0,0,"1"
423,99,57974.906,206341.22,13,"1"
0,0,0,0,0,"1"
52,0,5941.823,24611,0,"1"
0,0,0,0,0,"1"
3814,1081,515883.56,1510823,166,"2"
104,25,14095.74,34818,4,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
382,144,55886.637,269122,14,"1"
0,0,0,0,0,"1"
485,113,65185.527,215214,9,"1"
0,0,0,0,0,"1"
0,0,0,394,0,"1"
0,0,0,0,0,"1"
5101,2268,777872.4,3178818,274,"4"
4,4,358.24,1428,1,"1"
8,1,1447.5717,7755,0,"1"
0,0,0,0,0,"1"
103,0,12117.758,61542,3,"1"
0,0,0,0,0,"1"
4203,1352,647969.1,3158240,223,"2"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
4919,1955,784252.2,3698231,273,"4"
0,0,0,0,0,"1"
0,0,62.04,166,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
126,35,17714.02,86024,4,"1"
0,0,0,0,0,"1"
564,125,91086.71,502845.3,10,"1"
0,0,0,0,0,"1"
44,0,6043.726,40718.84,0,"1"
0,0,0,0,0,"1"
933,299,150484.81,632604.8,31,"1"
0,0,0,0,0,"1"
7,2,1102.726,3819,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
1191,401,195891.89,721404,40,"1"
1,2,173.16946,1026,1,"1"
70,17,9858.783,42149.273,3,"1"
0,0,0,0,0,"1"
29,2,3190.8047,10090.424,1,"1"
0,0,0,0,0,"1"
690,81,89209,262243.7,17,"1"
0,0,0,0,0,"1"
427,77,56637.844,214940,8,"1"
0,0,0,0,0,"1"
59,0,7525.1265,30477,1,"1"
30,0,3015.6309,7969,0,"1"
1250,420,180596.62,729713,62,"1"
6,2,688.47534,6281,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
10,0,895.21735,4103,0,"1"
0,0,0,0,0,"1"
2488,806,380147.72,1293940,58,"2"
0,0,0,0,0,"1"
4,2,433.57367,2372,0,"1"
0,0,0,0,0,"1"
0,0,0,1251,0,"1"
0,0,0,0,0,"1"
335,133,50631.176,192669,13,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
1,0,100,1511,0,"1"
0,0,0,0,0,"1"
2977,1126,473138.12,1956944,176,"2"
0,0,0,0,0,"1"
54,11,6519.9136,38434,2,"1"
0,0,0,0,0,"1"
40,0,5348.0273,30151,0,"1"
0,0,0,0,0,"1"
974,376,158957.2,732167,56,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
2291,905,331957.1,1471033,116,"2"
0,0,0,0,0,"1"
116,17,14642.13,50670,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
999,342,146040.9,555428,45,"1"
0,0,0,0,0,"1"
179,49,25332.438,110878.945,4,"1"
0,0,0,0,0,"1"
73,3,9451.845,29272.986,1,"1"
0,0,0,0,0,"1"
490,201,70885.47,284932.72,15,"1"
0,0,0,0,0,"1"
0,0,95.86751,975,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
1457,637,253067.83,1012546,61,"2"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
898,346,154687.84,646151,34,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
4,0,541.831,2392,0,"1"
0,0,0,0,0,"1"
759,308,120669.51,530652,26,"1"
0,0,0,0,0,"1"
34,10,3775.2822,47823,6,"1"
0,0,0,0,0,"1"
14,0,1465.9729,76459,2,"1"
0,0,0,0,0,"1"
3525,1713,508884.53,2971210,298,"2"
0,0,0,2229,0,"1"
96,20,13667.417,71309,2,"1"
0,0,0,0,0,"1"
10,0,1127.4108,7027,0,"1"
0,0,0,0,0,"1"
3195,879,399884.75,1875479.8,157,"2"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
28,1,3419.4424,17956.621,1,"1"
0,0,0,0,0,"1"
1789,562,260256.73,1742977.4,65,"2"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
395,132,55923.707,332851,14,"1"
0,0,0,0,0,"1"
238,32,34357.812,128262,1,"1"
0,0,0,0,0,"1"
31,0,3271.3586,9389,0,"1"
0,0,0,0,0,"1"
4036,856,523401.12,1713488,295,"2"
2,0,121.6,203,0,"1"
548,115,75795.81,360948.94,16,"1"
0,0,0,0,0,"1"
430,3,47595.08,298837.75,1,"1"
0,0,0,0,0,"1"
6470,2838,949615.5,4576465.5,238,"4"
314,138,45822.527,267891.03,36,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
4,0,460.015,9750,0,"1"
0,0,0,0,0,"1"
3923,1524,607895.75,2767951,222,"2"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
30,5,4141.8633,16596,3,"1"
0,0,0,0,0,"1"
166,20,19273.676,44540.773,4,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
1767,619,249080.16,993836.25,40,"2"
0,0,0,0,0,"1"
294,41,43418.12,187846,12,"1"
0,0,0,0,0,"1"
446,0,52142.535,243901,10,"1"
0,0,0,0,0,"1"
4845,1695,809292.8,3751149,277,"4"
0,0,0,0,0,"1"
120,32,16059.967,71485,6,"1"
0,0,0,453,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
2697,1135,407245.84,1807754,100,"2"
0,0,0,0,0,"1"
16,5,2846.626,12687,0,"1"
0,0,0,0,0,"1"
101,0,12759.223,47200,3,"1"
0,0,0,0,0,"1"
4211,827,538240.5,1449148,240,"2"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
579,210,91978.43,376255,19,"1"
0,0,0,0,0,"1"
7,2,1135.1891,4724,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
538,215,86834.85,353957,32,"1"
0,0,0,0,0,"1"
165,42,27010.203,123824,10,"1"
0,0,0,0,0,"1"
11,0,1363.9935,19832,0,"1"
1,0,199.32999,11878,0,"1"
933,309,146028.9,703029,48,"1"
6,1,899.7438,79153,18,"1"
0,0,169.09,880,0,"1"
0,0,0,0,0,"1"
27,0,3258.3677,14230,0,"1"
0,0,0,0,0,"1"
10392,3282,1404077.4,6467596,554,"4"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
42,6,5201.516,9479,2,"1"
0,0,0,0,0,"1"
65,16,8596.511,57159,2,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
2815,1116,437628.88,2010028,127,"2"
0,0,0,0,0,"1"
23,5,2597.5894,12258,1,"1"
4,1,649.1748,1339,0,"1"
9,0,1143.1152,6160.972,0,"1"
0,0,262.30457,1966,0,"1"
660,307,103709.125,585344.9,48,"1"
53,31,9793.226,54028,7,"1"
547,105,84791.43,230892.38,7,"1"
1,0,183.20998,103,0,"1"
2,0,254.11696,2063.878,0,"1"
0,0,0,0,0,"1"
3938,1228,607402.56,1620829.2,61,"2"
2,0,259.52676,1483,0,"1"
163,32,23941.45,86891,1,"1"
0,0,0,0,0,"1"
14,0,1567.4949,1877,0,"1"
0,0,0,0,0,"1"
2052,654,305027.4,1027994,73,"2"
13,7,1510.7537,3007,0,"1"
17,6,2768.2832,12637,1,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
2216,815,386692.84,1292914,76,"2"
2,0,159.5255,335,0,"1"
407,86,51956.39,168157.12,19,"1"
0,0,0,0,0,"1"
67,0,9005.533,39352.457,1,"1"
0,0,0,0,0,"1"
4325,1448,623848.94,2386498,224,"2"
0,0,0,0,0,"1"
81,29,11116.882,65771,5,"1"
2,2,646.15765,2796,1,"1"
2,0,186.65985,4090,0,"1"
0,0,0,0,0,"1"
1469,916,255296.62,1640438,146,"2"
76,52,14232.731,99603,8,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
1976,656,281635.9,1364035,97,"2"
0,0,0,0,0,"1"
2013,488,289925.22,1384262.9,67,"2"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
5002,1314,693414.9,2693683.5,299,"2"
11,4,1785.9941,10169.018,0,"1"
257,50,38099.363,180185,4,"1"
0,0,0,0,0,"1"
7,0,686.75525,2099,0,"1"
0,0,0,0,0,"1"
546,171,88944.1,407656,19,"1"
0,0,0,720,0,"1"
36,7,5341.8174,30022,1,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
380,149,53134.53,274266.88,20,"1"
0,0,0,0,0,"1"
35,14,4518.941,22990,7,"1"
0,0,0,0,0,"1"
27,0,2563.5864,15943,0,"1"
0,0,0,0,0,"1"
1993,1084,311839.4,2033873.2,168,"2"
0,0,0,0,0,"1"
28,7,4825.844,30623,1,"1"
0,0,0,0,0,"1"
1,0,99.99999,1278,0,"1"
0,0,0,0,0,"1"
426,152,62868.27,280357,17,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
3,0,300,613,0,"1"
0,0,0,0,0,"1"
650,153,97940.92,248536,13,"1"
16,3,2003.2494,4389,1,"1"
82,16,12100.492,69612.01,1,"1"
0,0,0,0,0,"1"
33,0,3516.3552,26244.807,0,"1"
0,0,0,0,0,"1"
984,301,144146.02,793563.2,55,"1"
0,0,0,0,0,"1"
288,40,37975.105,106507,2,"1"
0,0,0,0,0,"1"
107,0,13873.213,53407,0,"1"
0,0,0,0,0,"1"
1513,515,241319,1129271,64,"2"
3,4,405.28528,604,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
43,0,4528.7075,14720,2,"1"
0,0,0,0,0,"1"
4882,697,497869.44,1211508,371,"2"
0,0,0,0,0,"1"
99,13,15301.424,67049.44,1,"1"
0,0,0,0,0,"1"
6,0,1009.8644,4499,0,"1"
0,0,0,0,0,"1"
1767,592,263520.03,1335429.2,68,"2"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
235,40,34617.027,131749.33,9,"1"
0,0,0,0,0,"1"
56,9,9053.241,38524,1,"1"
0,0,0,0,0,"1"
102,0,11469.969,59814,1,"1"
0,0,0,0,0,"1"
2271,808,323603.53,1306362,108,"2"
0,0,0,0,0,"1"
72,14,9919.186,44222.754,3,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
1066,315,159435.69,793137.8,55,"1"
0,0,0,0,0,"1"
25,5,3808.211,25756,0,"1"
0,0,0,0,0,"1"
45,0,5323.985,25810,2,"1"
0,0,0,0,0,"1"
1801,841,294177.38,1532793,96,"2"
0,0,0,0,0,"1"
1,0,117.63072,398,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
454,143,72029.67,264777,12,"1"
0,0,0,0,0,"1"
112,29,13087.351,26816,2,"1"
0,0,0,0,0,"1"
54,0,5250.34,16771,1,"1"
0,0,0,0,0,"1"
5319,1478,698571.4,1772220,132,"2"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
7323,2981,1148666.8,5557100,385,"4"
0,0,0,0,0,"1"
0,0,34.318348,367,0,"1"
0,0,0,0,0,"1"
46,0,5976.811,44677,1,"1"
1,0,179.55357,1382,0,"1"
256,73,42951.504,205304,9,"1"
0,0,0,0,0,"1"
8,5,1581.1273,13845,0,"1"
0,0,0,0,0,"1"
45,0,5095.809,22591,0,"1"
0,0,0,0,0,"1"
1687,770,319057.53,1479187,64,"2"
0,0,0,0,0,"1"
7,0,1003.728,3518,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
2871,865,472217.12,1479232,109,"2"
0,0,0,0,0,"1"
64,21,9620.086,75204,1,"1"
0,0,0,0,0,"1"
0,0,97.91999,172,0,"1"
0,0,0,0,0,"1"
578,246,89618.55,560126,31,"1"
0,0,0,0,0,"1"
8,1,775.2798,4941,0,"1"
0,0,0,0,0,"1"
1,0,215.49883,550,0,"1"
0,0,0,0,0,"1"
942,277,151997.27,433272,26,"1"
11,0,1084.6023,1117,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
21,0,2369.34,9491,0,"1"
0,0,0,0,0,"1"
269,102,39544.625,335775,22,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
1194,320,192376.39,665733,50,"1"
0,0,0,0,0,"1"
118,16,15580.474,81073.45,0,"1"
0,0,0,0,0,"1"
1,0,287.29297,2405.174,0,"1"
0,0,0,0,0,"1"
1505,526,212532.69,1087888.8,79,"2"
38,13,6174.0815,39349.938,3,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
9214,3378,1499021.8,6204162,345,"4"
0,0,0,0,0,"1"
26,2,4335.29,11523,0,"1"
0,0,0,0,0,"1"
20,0,2487.024,8216,0,"1"
0,0,0,0,0,"1"
1886,695,300575.8,1108646,72,"2"
0,0,0,0,0,"1"
108,15,12070.572,77607,4,"1"
0,0,0,0,0,"1"
15,0,1300.9731,8371,0,"1"
0,0,0,0,0,"1"
880,376,126997.125,1052959,117,"2"
0,0,0,0,0,"1"
230,37,31701.387,115772.05,13,"1"
0,0,0,0,0,"1"
25,0,2998.2812,13617.891,0,"1"
0,0,0,0,0,"1"
1883,600,274608.1,1040163.4,85,"2"
16,9,2618.0452,7399,1,"1"
858,182,132256.78,674191,38,"1"
0,0,0,0,0,"1"
37,0,4787.862,27078,0,"1"
0,0,0,0,0,"1"
1505,445,211039.33,853350,81,"2"
0,0,0,720,0,"1"
47,16,6114.904,21661,3,"1"
0,0,0,0,0,"1"
6,0,770.9895,3083,0,"1"
0,0,0,0,0,"1"
1179,509,199311.19,1040763,70,"2"
0,0,240.52281,879,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
3,0,304.97202,1475,0,"1"
0,0,0,0,0,"1"
1389,558,199229.89,1145688,66,"2"
0,0,0,0,0,"1"
54,4,6881.681,27188.121,1,"1"
1,1,198.1385,904.825,0,"1"
5,0,1018.5254,3605.2002,0,"1"
0,0,0,0,0,"1"
22786,4984,3258857,10926028,552,"3"
0,0,57.659714,1853.4209,0,"1"
5,2,879.98517,4557,0,"1"
0,0,0,0,0,"1"
1,0,100,1281,0,"1"
0,0,0,0,0,"1"
534,182,91334.98,345599,19,"1"
0,0,0,0,0,"1"
1434,244,179050.05,502805.47,35,"1"
0,0,0,0,0,"1"
131,5,15040.064,32802.68,3,"1"
0,0,0,0,0,"1"
7055,2068,936327.1,2910579.2,244,"4"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
1027,421,165348.6,693400,47,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
434,99,70352.21,313732,24,"1"
0,0,0,0,0,"1"
6,1,711.95215,3462,1,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
19,9,2925.79,21199,2,"1"
0,0,0,0,0,"1"
711,122,91732.375,291659.62,19,"1"
44,10,4523.7285,7688,1,"1"
906,12,105671.734,216580.72,18,"1"
23,0,2264.315,2257,0,"1"
4312,1127,582913.1,1787549.5,122,"2"
171,59,26038.752,86108.72,11,"1"
190,27,29481.254,177388,5,"1"
0,0,0,0,0,"1"
180,0,24359.764,190755,3,"1"
0,0,0,0,0,"1"
24,9,6030.652,31100,1,"1"
0,0,0,0,0,"1"
70,21,9652.222,51902,3,"1"
0,0,0,0,0,"1"
85,0,8756.809,14530,1,"1"
0,0,0,0,0,"1"
2966,816,367745.72,1345847,174,"2"
0,0,0,0,0,"1"
375,61,44893.676,114160,5,"1"
7,0,649.6108,595,0,"1"
5,0,571.0985,1958,0,"1"
0,0,0,0,0,"1"
2632,887,384777.97,1450268,80,"2"
178,62,20924.475,33710,16,"1"
114,25,16031.121,62365,2,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
1923,623,264131.06,1156213,72,"2"
0,0,0,0,0,"1"
482,218,78287.63,506216.75,29,"1"
0,0,0,0,0,"1"
134,0,16677.9,133882.4,4,"1"
0,0,0,0,0,"1"
13536,7291,2222052,10712615,922,"3"
0,0,0,0,0,"1"
1,0,133.39,577,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
627,253,99360.27,451904,20,"1"
0,0,0,0,0,"1"
312,37,43446.008,122551,1,"1"
0,0,0,0,0,"1"
23,0,3150.329,6118,0,"1"
0,0,0,0,0,"1"
2697,1018,422325.84,1425187,59,"2"
0,0,0,0,0,"1"
7,0,892.3572,4420,1,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
782,300,124731.15,447414,20,"1"
0,0,0,0,0,"1"
146,35,20189.98,62374,1,"1"
73,9,8461.98,26871,4,"1"
16,0,1811.498,6095,0,"1"
0,0,0,0,0,"1"
6075,2059,923357.6,3467451.5,257,"4"
107,46,17045.002,77127,4,"1"
1,0,304.41467,1505,0,"1"
0,0,0,0,0,"1"
32,0,2779.9846,3318,1,"1"
0,0,0,0,0,"1"
1781,576,264241.66,874544,47,"2"
0,0,0,0,0,"1"
14399,3432,1860502.4,4149856.5,273,"4"
0,0,0,0,0,"1"
1195,30,145509.03,360943.97,17,"1"
0,0,0,0,0,"1"
14905,4043,2074479.2,4084695.8,209,"4"
145,50,20905.227,67038.56,3,"1"
777,177,99147.18,402086.4,29,"1"
0,0,0,0,0,"1"
454,8,50160.688,143439.9,4,"1"
0,0,0,0,0,"1"
2374,876,337991.97,1596108.5,102,"2"
0,0,0,0,0,"1"
103,29,12579.993,56635,3,"1"
0,0,0,0,0,"1"
50,0,6404.4683,28785,0,"1"
0,0,0,0,0,"1"
866,298,122237.44,520821,34,"1"
1,0,99.99999,2752,0,"1"
793,146,108296.766,441716.34,30,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
17151,5745,2468515.5,10572350,861,"3"
0,0,0,0,0,"1"
70,22,11026.434,72446,3,"1"
0,0,0,0,0,"1"
21,0,2364.46,10796,0,"1"
0,0,0,0,0,"1"
745,264,115331.54,679029,44,"1"
0,0,0,0,0,"1"
16,5,2266.288,6613,0,"1"
0,0,0,0,0,"1"
6,0,748.24945,1884,0,"1"
0,0,0,0,0,"1"
283,90,47194.176,166039,10,"1"
0,0,0,0,0,"1"
204,48,28267.67,105696.516,6,"1"
0,0,0,0,0,"1"
48,4,6414.2686,31691.99,0,"1"
0,0,0,0,0,"1"
1006,396,160881.08,541405.3,37,"1"
24,6,2808.3164,11789.23,0,"1"
14,7,1904.658,2411,1,"1"
21,0,1969.1968,1138,0,"1"
2,0,133.59401,878,0,"1"
0,0,0,0,0,"1"
1499,564,213722.83,550769,32,"1"
29,4,3097.829,4719,1,"1"
0,0,50.16,297,0,"1"
0,0,0,0,0,"1"
11,0,1190.774,9421,0,"1"
0,0,0,0,0,"1"
1823,492,238505.3,923183,132,"2"
0,0,0,0,0,"1"
178,40,22717.062,105318.59,6,"1"
7,3,1250.8348,6778.663,0,"1"
472,0,53441.504,143646.22,4,"1"
0,0,0,0,0,"1"
10054,3451,1540378.9,5674521.5,322,"4"
365,109,42475.547,138655.22,20,"1"
25,0,2011.0316,1896,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
4766,882,648486.75,2670575.8,138,"2"
0,0,0,0,0,"1"
4,1,352.53366,1591,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
459,138,67624.84,167011,8,"1"
51,6,5488.1104,5962,0,"1"
201,61,30116.23,145398,10,"1"
13,1,1710.9681,4605,1,"1"
7,0,1190.7874,10932,0,"1"
0,0,97.47749,854,0,"1"
930,385,151293.47,741079,69,"1"
50,24,8892.374,52705,3,"1"
16,7,3410.163,23233,2,"1"
0,0,0,0,0,"1"
5,0,651.615,5053,0,"1"
0,0,0,0,0,"1"
572,283,93470.31,559030,58,"1"
0,0,0,0,0,"1"
97,36,14585.253,121015.53,5,"1"
1,0,113.00548,1667,0,"1"
103,1,10322.5625,63063.4,5,"1"
0,0,0,0,0,"1"
787,488,116031.95,1375920,143,"2"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
2822,1234,414550.53,1582593,87,"2"
0,0,0,821,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
506,168,79065.3,354679,24,"1"
0,0,0,0,0,"1"
85,22,11490.835,67530,1,"1"
0,0,0,0,0,"1"
245,0,27594.725,133009,6,"1"
0,0,0,0,0,"1"
2970,1253,503123.47,2466884,152,"2"
4,2,413.42792,2346,0,"1"
69,12,10748.992,29226,1,"1"
138,8,11632.909,18060,10,"1"
2663,0,234435.98,585845,24,"1"
1483,0,129990.836,545622,20,"1"
8663,1252,900347.3,1607527.8,384,"4"
242,37,23980.693,48307,5,"1"
115,42,16930.932,70651,4,"1"
0,0,0,0,0,"1"
6,0,635.6899,2766,0,"1"
0,0,0,0,0,"1"
1506,611,221689.56,1003676,78,"2"
0,0,0,0,0,"1"
44,6,5983.3984,19578.059,2,"1"
0,0,0,0,0,"1"
34,0,3473.83,21607.79,0,"1"
0,0,0,0,0,"1"
15617,5798,2372973,10139173,698,"3"
0,0,0,0,0,"1"
219,41,27275.725,113043,2,"1"
0,0,0,0,0,"1"
2,0,175,1679,0,"1"
0,0,0,0,0,"1"
1067,316,162239.23,510297,27,"1"
0,0,0,0,0,"1"
1,1,107.84504,1404,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
4393,1540,713160.8,2561553,161,"2"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
977,322,164842.58,658168,53,"1"
0,0,0,0,0,"1"
99,26,14609.021,80486,3,"1"
0,0,0,0,0,"1"
8,0,1058.093,5439,0,"1"
0,0,0,0,0,"1"
1552,618,262093.78,1325806,93,"2"
0,0,0,0,0,"1"
3537,885,485311.62,2783768,184,"2"
0,0,0,0,0,"1"
153,7,17777.41,110618.17,4,"1"
0,0,0,0,0,"1"
5860,2306,831498.3,5343348.5,413,"4"
0,0,0,0,0,"1"
195,56,27220.195,98424,3,"1"
5,2,693.75684,1433,0,"1"
1,0,100,552,0,"1"
0,0,0,0,0,"1"
1583,741,243792.12,1089961,58,"2"
1,0,100,72,0,"1"
73,21,9557.436,74285,3,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
939,583,151351.12,1480087,126,"2"
0,0,0,0,0,"1"
297,58,45562.36,195401,4,"1"
0,0,0,753,0,"1"
48,0,5287.3726,23608,0,"1"
0,0,0,0,0,"1"
1593,541,247737.97,1081190,79,"2"
0,0,125.068695,2255,0,"1"
2,0,284.2163,1271,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
438,127,67964.82,161373,17,"1"
0,0,0,0,0,"1"
3,1,357.7711,1758,0,"1"
0,0,0,0,0,"1"
0,0,0,927,0,"1"
0,0,0,0,0,"1"
2261,921,355442.53,1197951,139,"2"
1,0,178.83002,472,0,"1"
19,6,3048.2737,8305,1,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
200,69,36639.484,114330,9,"1"
21,3,2549.5376,3591,0,"1"
62,25,9375.131,78627,3,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,649,0,"1"
1725,812,286338.72,1382466,117,"2"
2,0,211.44177,3991,0,"1"
147,14,18410.463,25606,3,"1"
0,0,0,0,0,"1"
14,0,1566.6892,4297,0,"1"
0,0,0,0,0,"1"
919,335,136442.14,437353,37,"1"
0,0,0,0,0,"1"
0,0,82.409996,779,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
409,141,69182.7,218839,18,"1"
0,0,0,0,0,"1"
559,87,77487.86,282455,10,"1"
0,0,0,0,0,"1"
1,0,135.47998,260,0,"1"
0,0,0,0,0,"1"
2574,789,391530.9,1415517,77,"2"
0,0,0,0,0,"1"
345,94,49894.78,260698,12,"1"
0,0,0,0,0,"1"
24,0,2729.2908,8284,1,"1"
0,0,0,0,0,"1"
873,361,148134.28,660684,33,"1"
0,0,0,0,0,"1"
99,21,12207.395,32832,2,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
4067,1417,599592.1,1787403,97,"2"
3,0,309.20667,537,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
