cluster,accountId,assists,boosts,dBNOs,dailyKills,dailyWins,damageDealt,days,headshotKills,heals,killPoints,kills,longestKill,longestTimeSurvived,losses,maxKillStreaks,mostSurvivalTime,rankPoints,rankPointsTitle,revives,rideDistance,roadKills,roundMostKills,roundsPlayed,suicides,swimDistance,teamKills,timeSurvived,top10s,vehicleDestroys,walkDistance,weaponsAcquired,weeklyKills,weeklyWins,winPoints,wins,level,season
4,account.388484da97df4f648eeb8e65003cf7a2,30,241,91,22,0,12544.799,5,17,234,0,76,208.07373,1738,87,2,1738,0,NA,10,105593.32,0,6,89,2,44.850555,2,58102,23,2,68879.94,551,31,1,0,3,Intermediate,n
3,account.a4b2390034784028abe2fc39e6aa0fd5,14,70,32,6,0,5116.897,8,13,67,0,26,209.38611,1553,26,2,1553,0,NA,5,39846.777,0,4,27,1,12.044211,0,19107,11,1,19187.84,195,19,1,0,1,Beginner,n
4,account.babb9004a4084a5ba0cf8de586e448d0,10,86,26,0,0,4000.7217,5,5,92,0,22,211.36281,1497,36,2,1497,0,NA,13,60633.742,0,5,36,1,23.919018,0,28340,10,0,22992.254,257,0,0,0,0,Intermediate,n
2,account.0186c418b0ff44359e6471195a672415,21,142,68,4,1,10168.241,5,14,149,0,68,193.19351,1607,51,3,1607,0,NA,15,51103.61,1,5,54,0,145.34613,2,33465,18,4,28479.018,287,36,1,0,3,Pro,n
3,account.f33202e7e20d401cac2b2003669f91ba,26,243,90,34,2,11504.173,8,17,161,0,90,253.121,1552,76,3,1552,0,NA,23,61539.734,0,7,77,3,803.56506,0,42881,14,2,51247.895,502,48,3,0,4,Beginner,n
2,account.19852f65c9914325a2ee0aac228c3c38,29,272,98,5,0,13964.074,8,15,229,0,97,256.2549,1655,91,4,1655,0,NA,27,139054.75,4,7,96,0,178.01114,0,70685,37,3,62337.96,706,22,0,0,5,Pro,n
4,account.a43d667b0d2243a9be9a3a21bc525233,14,46,18,8,1,2374.42,3,2,44,0,13,162.09077,1326,19,2,1326,0,NA,6,20091.85,0,6,19,0,0,0,13461,8,6,8593.626,170,11,1,0,1,Intermediate,n
3,account.da4cd123cdbc49bdb22c552e695fe7d7,0,17,6,4,0,686.7341,1,1,14,0,4,29.783436,1533,7,1,1533,0,NA,0,25874.303,0,3,7,0,0,0,4389,1,0,3394.1267,46,4,0,0,0,Beginner,n
3,account.fcceea1e1d644ffab7586dd4f22687d4,0,10,4,2,0,249.33128,3,0,11,0,4,88.19999,1349,4,2,1349,0,NA,4,4515.334,0,2,4,0,0,0,2717,1,0,2835.8887,26,2,0,0,0,Beginner,n
4,account.ef0133bbf3d9457ba42995c7c7a46018,35,163,91,9,0,10932.433,8,19,120,0,85,233.71849,1669,107,2,1669,0,NA,38,153272.9,0,6,110,4,177.20059,1,69507,25,2,72279.29,690,40,2,0,4,Intermediate,n
3,account.f80653e33c8e4d3389b6d0a1e6a11634,3,43,10,0,0,1883.2131,2,2,19,0,6,30.807285,1290,16,2,1290,0,NA,5,14134.71,0,4,16,0,11.609868,0,9850,4,0,11786.539,85,6,0,0,0,Beginner,n
4,account.b0a92c8f90cb431880db3f22310af6b1,0,17,6,3,0,838.17285,2,0,3,0,3,32.746605,1304,11,2,1304,0,NA,2,1771.7555,0,2,11,0,0,0,4239,1,0,4865.5073,58,3,0,0,0,Intermediate,n
3,account.c81d5e72dd0441ebb15ffcd26ad78400,150,995,352,49,3,55920.816,8,92,1000,0,355,621.55,1657,360,4,1657,0,NA,127,339177.06,5,8,369,6,669.477,5,251540,129,15,252494.31,2542,127,6,0,19,Beginner,n
3,account.5ac97a9890b5439986587cc28d52646f,0,1,2,3,0,263.18878,1,0,0,0,3,45.74343,490,1,1,490,0,NA,0,0,0,3,1,0,0,0,490,0,0,217.88373,6,3,0,0,0,Beginner,n
4,account.38252e7a4b3d41bc885ceb4c3522f4ce,4,62,19,0,0,2592.5945,6,6,22,0,20,116.58711,1648,18,3,1648,0,NA,10,26195.463,1,4,18,2,10.036693,0,15332,9,1,13381.776,130,6,0,0,0,Intermediate,n
4,account.61ae68a9e52a41f3ac0845a42a436f68,55,307,240,62,2,33317.21,4,47,389,0,227,283.79175,1605,216,5,1605,0,NA,23,192186.27,5,17,221,10,200.76015,1,152926,57,19,151524.12,1989,102,3,0,8,Intermediate,n
3,account.f3f28c5d4ad1496688e791c202d95993,26,222,77,10,0,11678.975,5,13,208,0,91,310.65915,1639,60,4,1639,0,NA,20,134492.84,1,5,62,1,293.86188,1,56438,35,5,72669.016,577,62,3,0,3,Beginner,n
3,account.071d1d0ef86b4a149394f6fb4d235398,25,123,87,17,1,12713.433,5,17,128,0,88,191.6683,1558,62,4,1558,0,NA,17,61726.574,1,8,66,0,96.31435,4,40170,19,0,48904.117,418,88,5,0,5,Beginner,n
4,account.1c41ba73cba347d1bf4d61040f2dba92,9,60,17,4,2,2447.046,2,1,107,0,15,91.44726,1549,12,3,1549,0,NA,5,37537.51,1,5,13,0,0,0,13129,7,0,15596.652,86,4,2,0,2,Intermediate,n
3,account.956043e78d6d4d8a8d8c738e423824c7,4,184,16,1,0,2449.167,5,2,71,0,19,271.05307,1591,22,2,1591,0,NA,5,116846.23,1,4,24,0,0,0,27889,19,0,30694.404,173,1,0,0,3,Beginner,n
3,account.b439087e67fd440ca217e09900b64e36,140,977,431,42,1,64140.324,8,94,613,0,398,251.5569,1644,300,4,1644,0,NA,84,280589.9,6,11,308,3,1191.374,5,194820,107,13,198100.45,2269,147,7,0,17,Beginner,n
4,account.7c162ea799e649bebc6589aed1e58777,1,34,15,6,1,2256.9617,2,3,43,0,8,146.49925,1478,15,2,1478,0,NA,5,36549.29,0,3,16,0,0,0,14227,7,0,20160.883,118,6,1,0,1,Intermediate,n
3,account.14b9a5dc587e42f4a3a38fb4406a3789,19,175,55,11,2,8689.746,6,15,234,0,53,300.95416,1621,58,2,1621,0,NA,19,120561.98,0,6,62,1,518.7987,1,49180,26,2,57077.54,417,19,3,0,5,Beginner,n
3,account.92965049bf9b4697bae1e1a6f989ad74,30,227,54,15,0,9835.657,6,18,168,0,58,307.30875,1560,58,3,1560,0,NA,15,78938.266,0,4,59,0,42.65609,0,42595,20,2,52909.734,462,20,0,0,3,Beginner,n
4,account.4e04bdcb4f7b4d5bac6d14650e9fedc6,77,509,359,38,0,50647.402,8,66,365,0,325,305.70306,1624,243,4,1624,0,NA,67,225659.75,0,9,245,3,148.79495,5,132704,48,3,130753.38,1556,131,1,0,2,Intermediate,n
3,account.7e873f38fb0c484ebe75746d3335e053,49,254,163,6,0,22989.51,5,30,208,0,181,135.61523,1626,116,4,1626,0,NA,23,65495.867,0,7,116,2,162.76274,4,50831,28,1,63424.46,701,66,0,0,2,Beginner,n
4,account.30499f52e9b04ca4b9fa4b27d73df9b7,44,295,207,1,0,29230.098,9,59,255,0,204,258.05087,1638,152,3,1638,0,NA,52,125420.37,4,7,154,1,30.844093,2,88239,33,2,90278.83,857,28,1,0,3,Intermediate,n
4,account.1fa08ad7d6c84f75ac5c7f949988404c,9,41,12,8,1,2086.8125,1,1,24,0,8,56.981293,1589,18,2,1589,0,NA,2,22436.03,0,2,19,0,139.23508,0,11497,5,0,10852.148,128,8,1,0,1,Intermediate,n
4,account.b4e5df0b47af481f8b0993331f870f2b,21,69,35,3,0,5260.2417,2,13,48,0,33,266.04172,1609,28,2,1609,0,NA,9,22805.13,0,6,28,0,0,1,16343,9,0,21312.645,180,33,0,0,0,Intermediate,n
4,account.378c98a733504b3d90b263c8c3472292,23,235,83,68,2,11370.8955,2,22,184,0,81,242.29291,1585,55,3,1585,0,NA,21,89684.74,1,7,56,1,185.94888,0,40941,19,1,39188.445,442,81,2,0,2,Intermediate,n
3,account.40d3a6528197455bb2fe7cedd87a8fe3,7,60,27,4,0,5114.85,6,10,58,0,32,176.86365,1594,32,2,1594,0,NA,4,32612.627,1,4,34,0,107.05141,0,22156,8,3,25974.615,262,12,3,0,4,Beginner,n
3,account.eca7df5df56f4a5ea2c075296a1d45cb,0,4,1,1,0,143.47577,1,0,1,0,1,10.857761,878,1,1,878,0,NA,0,5154.5386,0,1,1,0,0,0,878,1,0,944.118,7,1,0,0,0,Beginner,n
4,account.bfaf39e123444bc681471bf98b83e814,11,47,20,19,1,2689.278,1,2,64,0,19,114.290535,1628,20,1,1628,0,NA,7,29022.203,0,2,21,0,93.463104,0,17752,11,0,18746.088,203,19,1,0,1,Intermediate,n
4,account.c9f7f2135ce74d6db6b7c952c28442d4,34,263,74,8,0,12231.114,8,18,178,0,84,318.72546,1636,52,3,1636,0,NA,17,119569.52,0,6,58,1,4.395497,0,55537,36,4,69065.67,570,23,2,0,6,Intermediate,n
3,account.4f1e54ac72f24d8ea8d56fba2e665f34,21,101,38,5,1,6715.7227,2,12,129,0,43,291.80032,1614,44,3,1614,0,NA,18,59887.113,0,5,46,0,100.825775,0,34489,12,1,45459.473,296,43,3,0,3,Beginner,n
4,account.31e562bc37734975ac0197e401373801,50,393,157,21,0,22934.273,8,32,291,0,148,154.6337,1630,116,4,1630,0,NA,36,116395.81,3,9,118,1,46.17935,3,76369,35,8,71389.91,973,66,1,0,4,Intermediate,n
3,account.de1eafe6a3114d7f948de910a80b1047,6,15,8,3,0,1177.4739,2,0,11,0,5,221.92816,1353,4,1,1353,0,NA,5,4334.792,0,2,4,0,25.002178,0,3335,2,0,2752.9734,28,3,0,0,0,Beginner,n
3,account.60d466d1a3c347b6862c6bdf6bc16991,2,7,3,0,0,204.84303,2,1,11,0,3,244.4755,1376,3,1,1376,0,NA,1,6245.203,0,3,3,0,0,0,3097,2,0,5327.882,28,3,1,0,1,Beginner,n
3,account.382f13decffc4dc982b70f414b5822f6,8,83,71,24,2,8869.698,5,32,50,0,79,281.7953,1436,18,3,1436,0,NA,5,50943.414,2,15,21,0,2.1222816,0,16339,11,1,20245.344,193,44,2,0,4,Beginner,n
3,account.6030245b661d40ba910878c2e15f0f4b,55,378,170,44,1,23994.178,7,40,351,0,144,357.68594,1546,132,3,1546,0,NA,37,94914.375,2,6,135,2,227.35129,3,75777,29,4,66030.2,852,44,1,0,4,Beginner,n
3,account.38dd352561fc4f26bc0faf58463b5b11,29,101,51,9,0,8891.524,5,11,98,0,45,235.73018,1547,48,2,1547,0,NA,21,37566.21,0,6,50,0,168.21126,0,30213,15,1,27542.957,295,29,0,0,2,Beginner,n
4,account.025a056b990a4e299851bf45ced4db3e,8,90,25,7,0,4018.7766,5,1,62,0,26,205.60919,1713,29,2,1713,0,NA,10,24251.824,0,4,29,2,17.486422,1,22369,9,1,26575.238,247,26,0,0,0,Intermediate,n
4,account.d3c02f7b4058409a8954506bb367899f,17,295,64,16,1,10002.641,4,19,182,0,63,284.34042,1646,55,2,1646,0,NA,12,109245.04,0,6,57,1,197.80008,1,48539,18,4,46004.832,404,31,2,0,2,Intermediate,n
3,account.8cafec35eef04af69a561556394e0ef7,4,16,16,14,0,2140.853,2,2,10,0,20,85.45386,1271,17,3,1271,0,NA,8,178.10936,0,7,17,0,156.05423,0,6188,3,0,6380.8857,73,20,0,0,0,Beginner,n
4,account.bfb293f956e54455b8cfc0c5419cc355,89,528,259,12,0,38634.188,7,60,337,0,237,354.82202,1595,194,4,1595,0,NA,44,148969.08,2,11,197,1,215.61838,1,114183,58,6,118514.45,1385,96,3,0,6,Intermediate,n
4,account.69f359f980e94bf48b644fe363f19256,60,499,160,4,1,23961.13,7,42,328,0,158,471.46973,1643,155,3,1643,0,NA,63,226240.69,1,8,161,4,381.83572,0,116244,50,4,139522.38,1167,58,3,0,7,Intermediate,n
4,account.91d60c7e86ab47979bc5f3b38e2e0c5a,12,74,34,2,0,5028.9326,4,6,112,0,32,274.41074,1536,30,2,1536,0,NA,10,36412.39,1,6,30,0,71.42116,1,22161,12,1,22466.01,218,2,0,0,0,Intermediate,n
4,account.0f1fa189f53144e1abc13bba727349c9,37,190,117,20,0,15574.199,7,28,88,0,128,507.22842,1625,63,4,1625,0,NA,25,90750.414,3,10,65,1,44.264534,3,42696,16,4,44537.06,487,22,0,0,3,Intermediate,n
4,account.4e2e7f084be2476f9de044aaf2865d53,1,15,6,4,0,1100.3849,1,2,15,0,4,27.20158,1186,9,1,1186,0,NA,4,4108.63,0,2,9,0,108.65445,0,6280,4,0,5656.489,69,4,0,0,0,Intermediate,n
4,account.5ca3f7c1e7ab4093a2b553acfda9611e,4,53,12,3,0,2258.6216,3,2,51,0,13,215.69307,1346,18,2,1346,0,NA,1,19415.271,0,4,18,1,22.082148,0,15966,12,0,23092.72,140,13,0,0,0,Intermediate,n
3,account.038c9f9e71974116a64c00b7a299aa12,31,200,211,23,0,29266.867,8,46,168,0,208,244.2333,1614,162,5,1614,0,NA,19,76791.79,3,9,165,8,946.5559,3,88091,32,11,66923.79,793,96,1,0,5,Beginner,n
2,account.d37f534904344cc4be6ba72a08e08e03,41,250,131,22,1,17244.842,8,31,240,0,136,355.50842,1622,94,3,1622,0,NA,24,133133.62,1,9,95,0,102.379845,1,67919,38,4,69190.16,735,42,3,0,5,Pro,n
3,account.1acd0f30910b467689d2680bf4d09728,0,0,0,0,0,0,1,0,0,0,0,0,710,1,0,710,0,NA,0,0,0,0,1,0,0,0,710,0,0,0,0,0,0,0,0,Beginner,n
3,account.e7ec58d6751a405ca85a35891e16f5fc,0,3,3,4,0,283.45297,1,0,2,0,4,31.263094,465,2,1,465,0,NA,0,0,0,4,2,0,0,0,550,1,0,766.58826,5,4,0,0,0,Beginner,n
3,account.ad2d8e6dd9454a0b87782da728d0a7ae,0,2,1,0,0,121.46997,2,0,1,0,0,0,450,2,0,450,0,NA,0,0,0,0,2,0,0,0,592,0,0,718.8363,9,0,0,0,0,Beginner,n
3,account.83de3a8f30314d59bb7d3b71b3526fff,1,0,1,0,0,182,1,0,0,0,0,0,175,1,0,175,0,NA,0,0,0,0,1,0,0,0,175,0,0,96.15377,3,0,0,0,0,Beginner,n
3,account.ea747138347043d08d6ee6b3f18a5064,8,69,32,0,0,3751.1636,6,7,40,0,29,128.50232,1399,36,3,1399,0,NA,7,41643.473,0,5,36,0,10.118828,0,19869,6,1,18155.418,218,1,0,0,0,Beginner,n
3,account.593856069ed54140ba72ac9f0e2191b1,19,76,27,10,1,4716.3535,2,12,64,0,28,116.97934,1558,23,3,1558,0,NA,8,34451.734,0,5,24,0,10.445342,0,16857,10,1,14704.239,177,28,2,0,2,Beginner,n
3,account.351b84113e4646aeafa90b8cbbf59f1c,80,355,166,15,1,24105.797,8,33,348,0,142,169.35214,1650,164,3,1650,0,NA,34,153041.7,2,7,166,2,156.75943,4,85907,42,8,85210.28,1093,71,2,0,5,Beginner,n
3,account.8d587546cd674b55853682c3582bf2a4,13,87,46,6,0,8018.9473,4,11,77,0,39,335.01358,1670,26,2,1670,0,NA,11,97031.08,0,7,28,0,12.595681,1,27390,11,1,28596.066,214,18,1,0,2,Beginner,n
4,account.7daa11d720f542908139370b3cbb7386,1,1,6,4,0,416.01587,1,1,2,0,4,27.396751,380,2,2,380,0,NA,1,0,0,2,2,1,0,1,605,0,0,647.51306,17,4,0,0,0,Intermediate,n
2,account.b4426f22fa284410bb22a3b9a1f10e0c,0,28,23,5,1,2826.1973,2,4,21,0,35,454.7098,1538,3,2,1538,0,NA,1,24089.547,12,14,5,0,0,0,6429,5,0,6128.1123,60,5,1,0,2,Pro,n
3,account.96baefb9e1604304a9931081d157b757,32,177,78,6,0,12770.311,7,21,220,0,82,302.71893,1575,76,3,1575,0,NA,21,167765.05,5,9,77,3,72.94251,1,67718,31,3,76345.16,462,11,0,0,2,Beginner,n
4,account.8566295a24ec4b11a9db966d594c15ae,5,25,8,3,0,1335.6003,2,1,20,0,10,20.971455,1401,10,3,1401,0,NA,2,3412.126,0,3,10,1,0,0,4892,3,1,4784.6787,85,10,0,0,0,Intermediate,n
1,account.3f19b6fa26054d37aa998ee625b13ec7,22,236,227,44,1,30544.938,8,67,165,0,329,523.10516,1592,57,7,1592,0,NA,11,162522.19,3,27,64,5,664.3841,0,52176,35,9,56918.734,462,99,5,0,13,Good,n
3,account.fc35e621ced4491ea61a8440a5cfd2db,0,0,1,0,0,153.95999,1,0,1,0,0,0,247,1,0,247,0,NA,0,0,0,0,1,0,0,0,247,0,0,144.07494,6,0,0,0,0,Beginner,n
2,account.86aaa066e0464480a7ba828be400725f,3,0,5,4,0,616.70654,1,0,0,0,4,102.99411,165,5,2,165,0,NA,0,0,0,3,5,0,0,0,529,0,0,199.71036,9,4,0,0,0,Pro,n
3,account.1ca6dd6bd2b74f028ad3ee512bf64ed4,3,10,12,14,0,1890.8328,2,4,6,0,15,34.605484,406,15,3,406,0,NA,4,616.51074,0,7,15,0,0,0,3057,0,0,2317.9436,49,15,0,0,0,Beginner,n
3,account.8b7b350ccc144b6b937cca7eed230983,39,345,109,19,0,15259.452,5,20,149,0,113,104.78893,1370,88,3,1370,0,NA,31,64170.883,0,6,88,0,97.84049,4,41018,13,2,42763.4,609,113,1,0,1,Beginner,n
2,account.2aa38dc1d98e4ecea9802f85271f8e15,20,32,62,6,0,7932.7104,2,12,33,0,61,51.286182,1041,43,4,1041,0,NA,9,17582.809,0,4,43,0,0,0,11047,3,0,7948.606,142,6,0,0,0,Pro,n
4,account.019002dc873a4f85b3a63658b631e859,0,11,11,1,0,1324.4629,3,4,7,0,12,55.928745,1100,4,2,1100,0,NA,0,731.48474,0,8,4,0,0,0,2439,1,0,5348.3047,43,4,0,0,0,Intermediate,n
4,account.ace60917f25342f0816320f76e2c8b70,17,32,23,15,0,2878.053,4,3,43,0,20,110.26778,1113,34,1,1113,0,NA,13,0.07382288,0,3,34,0,24.039274,0,10551,5,0,16427.51,234,20,0,0,0,Intermediate,n
1,account.31b8e878a2574e318ad755e29fcf3e28,18,149,81,18,1,10600.975,8,29,86,0,96,340.52112,1577,42,3,1577,0,NA,12,80716.87,1,11,43,5,64.36849,0,30224,16,5,36683.418,358,36,1,0,2,Good,n
3,account.1ab03e71ff9b45ba866fde786111c1a6,1,6,4,1,0,651.5932,3,1,4,0,7,18.045153,725,5,2,725,0,NA,2,0,0,6,5,1,51.24693,0,1195,1,0,1547.5247,12,1,0,0,0,Beginner,n
4,account.47a466976abb48e0a83813389f318050,11,37,19,0,0,1889.7018,3,3,39,0,15,30.561003,1285,40,1,1285,0,NA,15,21113.248,0,3,40,1,0,0,12422,4,1,13656.352,175,0,0,0,0,Intermediate,n
4,account.10646a1b43504f77ae638f114c09e0c9,3,10,25,27,0,2835.7788,1,4,22,0,27,64.41745,666,17,3,666,0,NA,0,0,0,6,17,1,0,0,3221,2,0,2602.4497,57,27,0,0,0,Intermediate,n
3,account.c266daf2b1274b6fa9fcc110184581d4,27,188,141,28,2,17138.82,8,36,64,0,177,280.4135,1673,34,4,1673,0,NA,8,110112.67,8,19,43,0,34.16719,0,43150,24,5,48773.094,444,83,6,0,13,Beginner,n
3,account.6fa051473e19476ca5f43d049eb43280,2,10,4,3,0,464.60333,1,3,3,0,3,139.82982,1027,6,1,1027,0,NA,0,8315.799,0,2,6,0,0,0,2660,0,0,2733.2034,33,3,0,0,0,Beginner,n
3,account.4f7d952028e34ab784d156533b2b81d0,3,21,17,0,0,1878.4532,3,4,9,0,15,81.988625,1398,16,2,1398,0,NA,3,18770.613,1,4,16,2,156.7952,0,10150,4,3,10481.077,71,10,0,0,0,Beginner,n
2,account.9cc504e112834f68ad8a5d95347c8770,20,128,78,11,0,10722.816,4,16,85,0,97,196.04535,1376,41,4,1376,0,NA,18,45147.844,10,14,42,0,91.447426,2,23208,17,0,25543.129,285,11,0,0,2,Pro,n
4,account.03bb4b587bfb486989b9975a0f8051f2,4,25,11,5,1,1961.8147,2,5,10,0,14,163.05952,1541,7,2,1541,0,NA,2,10218.408,0,5,8,0,0,0,5612,4,0,8333.431,52,5,1,0,2,Intermediate,n
3,account.563c1275d81f4024a42e9d1229a58cec,12,51,23,2,0,3637.2375,2,4,37,0,24,74.75516,1499,21,2,1499,0,NA,7,10127.229,0,6,21,0,0,1,9146,3,0,9054.417,147,24,0,0,0,Beginner,n
2,account.00e5ad095dd746138be58a4231936973,16,17,15,1,0,2990.7168,4,6,29,0,15,45.724728,1088,27,3,1088,0,NA,4,15684.088,0,5,27,0,67.45664,0,8531,4,0,11491.784,90,1,0,0,0,Pro,n
4,account.701d3c51ec23448f87d7d45f9b62cb70,5,37,16,1,0,2794.2236,6,3,45,0,19,389.26523,1497,18,2,1497,0,NA,4,21691.436,0,5,19,0,0,0,16036,9,2,16562.059,109,1,0,0,1,Intermediate,n
3,account.cb079ce8677c4c4395fe9b390096082d,21,150,54,3,0,8457.076,3,15,68,0,69,84.18097,1483,26,3,1483,0,NA,15,27119.938,0,11,27,0,0,1,15765,7,1,13860.202,273,4,0,0,1,Beginner,n
3,account.a9d4c46b36a94452acbafcf6afce626a,4,9,11,7,0,1034.0948,2,4,7,0,7,27.976402,1203,4,2,1203,0,NA,2,1590.8572,0,4,4,0,0,0,2026,1,0,1749.7241,20,7,0,0,0,Beginner,n
3,account.0ec5d32a5100478197821bf074a4125a,0,0,0,1,0,175.82101,1,0,0,0,1,32.96555,1082,6,1,1082,0,NA,0,0,0,1,6,0,0,0,3819,3,0,864.2731,4,1,0,0,0,Beginner,n
3,account.6e7662cc42aa421e875a4ffafc3711df,0,0,5,0,0,601.202,3,3,0,0,7,11.821586,153,3,5,153,0,NA,1,0,0,5,3,0,0,0,335,0,0,124.12446,10,7,0,0,0,Beginner,n
3,account.a5ddcd99ca03431cbba00bc701aa1ec1,3,19,9,8,0,1079.1436,1,0,34,0,8,255.66367,1155,8,1,1155,0,NA,1,1589.0724,0,5,8,0,0,0,3478,1,0,4260.6094,50,8,0,0,0,Beginner,n
4,account.8402ab5372884de0a159a8b41892a5dc,1,0,1,0,0,128.79999,4,0,0,0,1,3.3387277,926,6,1,926,0,NA,0,0,0,1,6,0,0,0,3400,0,0,508.89697,4,1,0,0,0,Intermediate,n
3,account.baac6082a85e4b5cb9104eae812e5d06,80,310,286,12,0,37892.652,7,44,296,0,248,185.44571,1540,231,3,1540,0,NA,46,68568.5,0,8,233,0,409.8792,3,76728,26,0,74476.3,1083,83,2,0,3,Beginner,n
4,account.85a89df5d4e2447b948b2dffa8305746,6,45,30,9,0,4086.8452,5,9,45,0,29,155.6608,1452,24,2,1452,0,NA,11,15933.903,1,6,24,0,14.277858,0,11907,4,0,18880.623,128,17,0,0,0,Intermediate,n
4,account.e1558b1d84b64843a8f8bf05f4be6eb7,5,45,33,33,3,4368.352,1,8,35,0,33,146.36946,1444,26,2,1444,0,NA,7,11010.871,0,7,26,0,139.14221,2,13154,8,0,13253.724,161,33,3,0,3,Intermediate,n
3,account.71fc150e3d4946bcaf38b58b18e26f4c,0,8,5,6,0,738.1089,1,0,3,0,6,92.67971,767,8,1,767,0,NA,0,4155.349,0,2,8,0,0,0,2680,0,0,3937.4863,48,6,0,0,0,Beginner,n
3,account.d5af63a3d97b41908e1306e39fd03672,3,15,3,4,0,491.28058,1,2,14,0,4,125.12081,1507,10,1,1507,0,NA,2,16306.864,0,2,10,0,0,0,8395,3,0,9907.562,40,4,0,0,0,Beginner,n
3,account.5479b61694ae4e919f7e43b8a19b76d2,3,3,8,1,1,983.97003,2,1,3,0,10,222.34381,1052,9,2,1052,0,NA,1,645.50946,0,7,9,0,0,0,3380,2,0,5606.503,44,10,1,0,1,Beginner,n
3,account.852ce458ce86467ebcc6fe8a7e468276,14,70,49,2,0,6864.016,6,23,41,0,57,263.88467,1510,23,2,1510,0,NA,3,59775.1,0,6,27,1,32.492306,0,30508,22,0,38022.734,230,12,2,0,6,Beginner,n
3,account.c42a3eb594104e87b9a6f775cedacf91,40,66,56,26,2,8491.237,6,23,80,0,72,334.75946,1551,30,2,1551,0,NA,13,64007.91,0,13,34,2,32.157944,0,33128,19,0,43487.52,215,40,4,0,6,Beginner,n
4,account.a6c12b9f3cff4d8fb688dd11fd2d7ad1,30,90,53,8,1,7307.9893,6,14,78,0,68,341.0191,1449,50,2,1449,0,NA,4,56797.227,1,8,53,2,212.69298,2,37265,24,3,51817.17,367,8,1,0,9,Intermediate,n
3,account.9c0102c754b941bf9bce25dacdd0e56b,3,10,2,0,1,152.27805,1,0,12,0,0,0,1331,9,0,1331,0,NA,3,0,0,0,9,0,0,0,4840,4,0,7334.962,54,0,1,0,1,Beginner,n
2,account.ffbfb80b2ca3482cb7a117baa6a8bb14,6,76,28,20,1,3693.4082,5,12,40,0,30,245.495,1354,36,2,1354,0,NA,18,26329.797,0,14,37,0,54.68513,1,26418,15,0,42811.418,329,20,1,0,1,Pro,n
3,account.718325b0792943c39a0977fc25962c07,4,20,5,3,0,897.03894,2,0,15,0,4,33.051376,1364,9,1,1364,0,NA,7,20656.564,0,1,9,1,0,0,7349,2,0,8910.692,77,4,0,0,0,Beginner,n
3,account.7c6ad098807b479bbf1faf896b8f0606,1,0,0,0,0,121.2,1,0,0,0,0,0,949,1,0,949,0,NA,0,0,0,0,1,0,0,0,949,1,0,1825.658,6,0,0,0,0,Beginner,n
3,account.c5b074d1e3c04ce285ecb46cb02d0f6a,10,54,45,19,1,6009.8354,3,12,35,0,43,325.79465,1458,21,3,1458,0,NA,3,32304.91,0,15,22,0,59.539993,0,15472,10,0,16891.162,157,43,1,0,1,Beginner,n
3,account.e8a7c447235446a1b3a324899bb634cd,4,61,15,1,0,2249.104,4,2,27,0,13,77.87526,1553,26,1,1553,0,NA,5,30868.154,0,4,26,2,90.93219,0,14529,7,1,12839.99,102,1,0,0,1,Beginner,n
3,account.4b78c2507e504397aca537a0c995c3e8,0,0,0,0,0,67.9501,1,0,0,0,0,0,905,2,0,905,0,NA,0,1464.0748,0,0,2,0,0,0,1079,0,0,1702.3873,10,0,0,0,0,Beginner,n
3,account.e9b43778bebd457e8c862f16b59c9f45,1,8,16,3,0,2143.8958,8,3,26,0,20,140.69919,1438,20,2,1438,0,NA,3,31927.562,1,6,21,1,41.932423,1,16020,8,0,20997.217,106,12,1,0,2,Beginner,n
3,account.a506f632363d450b9af03d31dd192182,0,6,1,1,0,169.48,1,0,2,0,1,11.090489,1120,3,1,1120,0,NA,1,12934.359,0,1,3,0,0,0,2745,2,0,1957.7258,18,1,0,0,0,Beginner,n
3,account.b48a6d16c91942879455649aafc838b0,0,27,3,0,0,331.52,4,0,50,0,3,10.203913,1256,10,1,1256,0,NA,1,22606.156,0,3,10,0,526.5204,0,8032,3,0,10466.2705,54,0,0,0,0,Beginner,n
3,account.16a99bd3a2dd4b46b663b871d5a01191,7,80,36,1,0,4749.6694,7,5,66,0,31,217.22623,1643,36,2,1643,0,NA,15,51608.36,0,4,37,0,43.72788,0,33731,17,0,49320.66,205,8,1,0,4,Beginner,n
3,account.665695bc9d8f41469fc39d13f7d68937,0,2,7,8,0,740.3775,1,2,1,0,8,217.53308,1132,1,3,1132,0,NA,0,1914.9844,0,8,1,0,0,0,1132,1,0,2739.0525,7,8,0,0,0,Beginner,n
3,account.ffdc9a3fe2754fada1a6b6329279c107,6,10,3,0,0,990.0118,5,0,8,0,2,20.858553,1662,8,1,1662,0,NA,0,4520.897,0,1,9,0,14.506714,0,6548,3,0,7644.607,63,1,1,0,1,Beginner,n
3,account.d500c060ff754804b3f8290d0b7a5c23,1,10,2,2,0,118.27224,3,1,27,0,3,164.14668,1581,7,1,1581,0,NA,4,32227.338,0,1,8,0,0,1,9029,4,0,9010.336,50,3,1,0,1,Beginner,n
3,account.4c81e447e76b4aa5be39fc44e1c59700,10,8,41,4,1,6061.318,7,10,55,0,38,348.98953,1579,48,2,1579,0,NA,7,58625.242,2,5,49,3,36.4234,1,36638,18,1,36213.645,199,14,1,0,2,Beginner,n
