cluster,accountId,assists,boosts,dBNOs,dailyKills,dailyWins,damageDealt,days,headshotKills,heals,killPoints,kills,longestKill,longestTimeSurvived,losses,maxKillStreaks,mostSurvivalTime,rankPoints,rankPointsTitle,revives,rideDistance,roadKills,roundMostKills,roundsPlayed,suicides,swimDistance,teamKills,timeSurvived,top10s,vehicleDestroys,walkDistance,weaponsAcquired,weeklyKills,weeklyWins,winPoints,wins,level,season
3,account.b33a608f83464d89b8b5b44892594fa9,33,195,94,1,0,12575.882,6,19,171,0,73,305.66757,1631,86,3,1631,0,NA,24,81725.49,0,5,88,1,62.11283,1,57405,26,2,63377.395,488,1,0,0,3,Beginner,n
3,account.477a1c860f7f4820b87a02571c9f8c29,23,173,92,23,1,13183.251,2,27,125,0,90,274.28036,1552,72,4,1552,0,NA,29,73781.78,0,8,73,0,116.53102,1,38899,13,2,40490.598,427,90,1,0,1,Beginner,n
3,account.e87e3239d3f94ae6a7484a4a4a9c62ea,6,33,13,10,1,2093.4766,1,3,41,0,10,80.92857,1540,7,2,1540,0,NA,2,24859.334,0,3,8,0,24.752941,1,9240,5,0,14190.385,54,10,1,0,1,Beginner,n
4,account.be304ec269e84fd9b23747951222b509,0,3,1,0,0,171.62009,1,0,3,0,0,0,800,2,0,800,0,NA,1,5462.275,0,0,2,0,0,0,1393,0,0,1408.1443,10,0,0,0,0,Intermediate,n
3,account.7212ce0c09084cabb9fe31f113c48d31,10,41,16,8,1,2615.386,3,5,33,0,19,104.81389,1346,24,2,1346,0,NA,11,12054.188,0,3,26,0,161.14363,0,13078,4,0,17767.371,162,19,2,0,2,Beginner,n
3,account.2c9d87b8becb43a68ad8a38edaa5fc3b,2,24,10,9,1,1194.2133,2,2,12,0,9,76.373985,1468,10,1,1468,0,NA,4,6340.8896,0,4,11,0,151.21704,1,7689,5,0,12280.266,76,9,1,0,1,Beginner,n
3,account.1085e802dde043f4bebb058bb89087e1,7,25,10,6,1,1796.5914,2,4,31,0,8,115.80285,1463,15,2,1463,0,NA,2,16040.473,0,4,15,0,38.41046,0,11501,6,1,12286.435,108,8,1,0,1,Beginner,n
4,account.9b231fda774f4d11b00b0484bd33c81b,12,119,34,4,0,5671.204,3,8,102,0,38,233.72916,1452,38,2,1452,0,NA,25,34653.836,0,6,41,0,20.744116000000002,0,28587,17,1,38881.332,287,4,0,0,3,Intermediate,n
3,account.43990a218305482bb30b395abbedaed6,3,13,6,2,0,1058.2695,2,2,11,0,5,36.948044,1189,10,2,1189,0,NA,4,0,0,2,10,0,0,0,3617,3,0,3989.4678,28,2,0,0,1,Beginner,n
2,account.f5711663dc994bab95898eda3e3be808,37,286,101,69,2,14751.901,8,30,116,0,106,233.79648,1640,71,3,1640,0,NA,23,71557.02,1,8,72,3,654.1181,2,52254,32,2,50960.797,618,79,2,0,2,Pro,n
4,account.868f44f374534148b6e2827e37085d48,38,69,112,59,0,14690.004,3,14,83,0,106,129.01315,1634,97,2,1634,0,NA,19,39984.04,0,6,97,1,7.7762303,1,36720,12,0,38060.46,382,72,0,0,0,Intermediate,n
1,account.1532a51b64104c089a027ad4c74bab18,211,253,746,125,2,102984.5,8,141,310,0,839,294.69592,1352,575,5,1352,0,NA,99,36360.418,3,12,578,2,0,3,105243,37,0,93347.54,2028,293,4,0,7,Good,n
2,account.df24ec13d312432b8813ee2f2ea8383b,63,273,188,17,0,26935.697,7,38,190,0,190,385.01224,1491,114,3,1491,0,NA,50,80651.555,1,8,115,4,211.11757,3,59376,29,0,74691.71,855,69,0,0,3,Pro,n
4,account.73d4c1a8b44d4c8d9b76ea6e01a01df2,71,298,171,17,0,24814.268,6,38,194,0,170,282.8358,1618,111,5,1618,0,NA,38,102116.91,2,13,116,0,196.18234,0,81666,42,8,84224.75,737,38,0,0,6,Intermediate,n
3,account.6ad9e04f401347e8a1a74abb03e9b04e,2,7,9,3,0,945.16925,2,1,1,0,5,14.635045,647,8,2,647,0,NA,0,0,0,3,8,0,0,0,1805,1,0,940.8419,38,3,0,0,0,Beginner,n
4,account.56b1809b06c84e0c9805b6f45f813791,53,424,250,11,0,36210.785,6,48,284,0,232,423.50647,1694,125,4,1694,0,NA,47,206113.11,1,12,128,3,111.93594,1,88624,48,8,94190.28,1047,148,3,0,6,Intermediate,n
3,account.e672f73b5c614b998edf313beddc6281,8,24,41,11,0,5281.8926,3,5,31,0,37,176.69774,1372,25,3,1372,0,NA,10,609.433,0,8,25,0,0,0,9458,4,0,10601.945,145,37,0,0,0,Beginner,n
4,account.dd1e77726caf4019a4e2eeed45ca2e81,8,51,31,8,0,4535.9785,4,13,38,0,32,174.21074,1464,17,3,1464,0,NA,2,31988.87,0,7,17,1,0,0,12362,8,0,11857.519,106,8,0,0,0,Intermediate,n
4,account.8d917c29a90c46b1a3fe9f0d60bf993f,129,471,388,33,0,55743.984,8,114,289,0,382,424.52563,1555,192,4,1555,0,NA,86,151051.47,1,13,197,3,583.10114,0,101829,65,11,120321.92,1413,61,1,0,8,Intermediate,n
2,account.ffbbe31f30bc46f1a76c4d5bc0268e35,41,169,107,5,0,15045.714,6,18,151,0,90,218.55978,1626,99,3,1626,0,NA,24,110157.08,1,7,103,0,75.75533,1,64887,41,6,95199.11,801,45,4,0,5,Pro,n
4,account.9d35b30f18a946ea8b465b84f7915a3c,40,148,61,17,0,10098.924,4,13,120,0,60,185.83475,1550,64,3,1550,0,NA,26,58440.113,0,6,65,0,53.62598,0,36939,15,2,42628.21,414,60,2,0,2,Intermediate,n
3,account.9925376509b54ac8ab67d3ff102da2dc,5,12,23,3,0,2555.7263,2,2,11,0,17,33.86172,977,20,2,977,0,NA,5,866.98737,0,4,20,0,0,0,5127,3,0,5776.577,91,17,0,0,0,Beginner,n
4,account.eb4f31588ea146ec9678fdfad8d107b4,7,71,15,0,0,2716.3765,2,2,19,0,14,200.26328,1582,21,2,1582,0,NA,11,26448.416,0,3,21,0,0,1,12389,8,1,12018.252,119,14,0,0,0,Intermediate,n
3,account.036db92bee2044b4b40bb85c34981797,7,33,20,4,0,2976.0356,3,4,38,0,15,61.679092,1400,24,1,1400,0,NA,8,688.5201,0,3,24,1,19.445606,1,8645,4,0,9292.966,119,15,0,0,0,Beginner,n
4,account.3093b88dcd744bec98cc7c02da49f62d,6,18,14,11,1,2037.7385,2,6,6,0,18,102.16287,1361,6,5,1361,0,NA,3,8823.63,0,11,7,0,0,1,3862,3,0,4691.7236,43,18,1,0,1,Intermediate,n
3,account.db044eb4abc2420b9ffad2976b025524,15,60,44,11,0,6001.5654,2,8,33,0,45,50.020786,1518,30,3,1518,0,NA,12,19261.066,0,8,31,0,0,0,16044,8,1,20473.094,168,45,1,0,1,Beginner,n
4,account.28ebb502ae3a4dc7a3373b48925fdd04,38,157,126,0,0,17784.553,6,24,136,0,133,116.99041,1368,123,4,1368,0,NA,20,6180.6533,0,8,124,0,94.26836,0,38555,21,1,51071.227,523,63,3,0,5,Intermediate,n
4,account.7a5cb12ff4734eadb58e9cb94cba762a,2,18,16,10,0,1990.7306,2,9,14,0,16,75.65855,1439,13,2,1439,0,NA,6,858.8639,0,3,13,0,0,1,6982,3,0,10652.996,84,10,0,0,0,Intermediate,n
3,account.c90b7538eeee416ba9c49f31cec1d1e1,47,220,124,15,0,17563.164,6,30,135,0,102,433.12634,1616,75,3,1616,0,NA,21,76271.21,0,7,78,1,210.68422,0,52753,24,3,61554.797,570,51,1,0,4,Beginner,n
2,account.98d730df14b74deabd19c04e1e7e6e32,32,286,114,2,0,17673.18,8,29,117,0,117,406.80258,1465,76,3,1465,0,NA,29,49428.52,0,15,80,2,3161.598,3,49470,30,1,77393.42,555,37,1,0,4,Pro,n
3,account.91972b283b8740d3a7ae5068ec0b9354,0,5,1,1,0,354.68423,1,0,9,0,1,47.320545,966,4,1,966,0,NA,1,1374.693,0,1,4,0,0,0,2027,1,1,687.4479,29,1,0,0,0,Beginner,n
3,account.4ab17c76e90b40eca08bdc39575e1a95,3,17,12,6,0,1804.4141,3,3,6,0,12,47.595142,762,17,3,762,0,NA,1,1322.2251,0,4,17,1,0,0,5090,2,0,3691.465,65,11,0,0,0,Beginner,n
4,account.780eaeb7e2f8434e80c05dfd695fd10d,56,353,147,38,1,19039.416,7,35,391,0,143,381.20526,1588,123,3,1588,0,NA,43,121581.98,1,7,123,3,170.47464,0,78631,50,7,68660.414,856,90,2,0,2,Intermediate,n
3,account.edd9ff9fe42e467dbe6e0c94faacde0e,8,55,49,4,0,6641.9927,5,10,34,0,45,156.4953,1386,44,4,1386,0,NA,4,9364.391,0,7,45,0,181.53145,1,14980,8,0,19586.898,207,45,1,0,1,Beginner,n
4,account.22775634ac4a40f8bcf9bed5f7cc42bb,46,304,141,13,1,20012.828,7,22,230,0,137,364.36548,1584,114,4,1584,0,NA,28,96748.7,1,5,116,0,106.852356,1,61732,27,3,68112.13,862,37,2,0,4,Intermediate,n
2,account.9fd0e0f681c5443f823dbe752a8af646,1,30,6,3,0,940.36456,2,4,24,0,8,233.56618,1082,8,2,1082,0,NA,2,989.42725,0,3,8,0,0,1,5011,5,0,10337.66,82,8,0,0,0,Pro,n
3,account.4fa9a84a902945ac8cd65820a5fdfaba,7,16,11,1,0,1438.5569,2,2,26,0,11,136.59618,1306,11,2,1306,0,NA,3,1501.5685,0,3,11,0,48.396587,0,6187,3,0,12807.983,83,1,0,0,0,Beginner,n
3,account.1f676b5a07084343bb7aba8331c9bd1a,78,495,301,78,3,43662.266,8,54,375,0,319,443.57703,1623,144,5,1623,0,NA,53,225949.14,16,20,150,6,58.08109,2,100740,56,15,93759.71,1276,149,3,0,8,Beginner,n
3,account.590cd6d4e89044b2b66764cae84b8ced,21,116,39,7,0,6305.3604,5,5,84,0,32,533.41675,1560,40,2,1560,0,NA,12,54124.703,0,4,40,2,33.62475,2,29728,14,2,23034.746,220,10,0,0,0,Beginner,n
2,account.3bbed1748971487aa7c825374ef1a75d,85,612,284,62,1,39567.195,6,57,502,0,279,442.08984,1625,201,3,1625,0,NA,68,185881.9,2,12,206,1,195.90161,1,142032,67,9,154264.19,1473,129,7,0,13,Pro,n
4,account.842e8419c0e74360869e010890c4d064,27,206,63,32,1,10186.313,3,13,105,0,69,346.88928,1515,71,2,1515,0,NA,20,51606.688,0,6,72,2,235.61761,0,47318,22,0,47609.72,517,69,2,0,2,Intermediate,n
4,account.51598441aa894a91bd10352d7c3177b2,1,6,1,0,0,118.23554,2,0,2,0,0,0,933,3,0,933,0,NA,1,0,0,0,3,0,0,0,1779,1,0,3399.4846,23,0,0,0,0,Intermediate,n
3,account.98417d91f2924c87952fabd9e8f73fbf,69,284,216,25,0,29756.988,6,44,267,0,208,250.27693,1559,182,3,1559,0,NA,45,86469.96,2,13,183,1,519.7802,4,86598,44,1,95411.55,986,78,0,0,6,Beginner,n
2,account.3898f764e7a64ca4b3b4dd10aaa90200,28,133,98,9,0,13819.312,5,14,93,0,108,115.91711,1229,58,4,1229,0,NA,17,9757.343,0,8,58,2,22.509636,0,23997,17,1,33079.09,420,16,0,0,1,Pro,n
4,account.5a6eede68f29449a821abdd090cf5739,8,31,20,21,1,2691.5488,1,9,12,0,21,49.5844,1342,27,1,1342,0,NA,6,591.49756,0,4,28,0,0,0,9131,3,0,12082.841,110,21,1,0,1,Intermediate,n
2,account.bc72bed5cd334d8aaca970279fe8cf2a,10,49,72,2,0,9907.548,8,46,22,0,100,425.72852,1533,236,5,1533,0,NA,2,43126.953,3,18,239,21,16.188345,0,127333,19,3,12834.635,141,40,1,0,3,Pro,n
4,account.515a6c6c197148d2ac75c059455fcecb,74,333,180,3,0,25658.13,5,46,232,0,173,214.6184,1628,144,3,1628,0,NA,41,71527.086,1,8,147,4,133.26065,2,76899,33,1,90448.586,1046,3,0,0,4,Intermediate,n
4,account.43e887ef02da485c83a2761f70805ad8,69,232,99,5,0,13760.533,8,25,290,0,94,386.75177,1732,142,2,1732,0,NA,70,132077.62,0,5,145,3,592.3773,1,87666,58,2,105677.63,829,17,0,0,7,Intermediate,n
4,account.93b577f57a16416dac1a7cbeb9b4b5c1,10,97,76,33,1,9475.469,3,29,69,0,77,156.03531,1568,34,4,1568,0,NA,14,35227.625,0,8,37,0,0,3,22006,11,0,29065.38,284,77,3,0,3,Intermediate,n
4,account.b424dbd93a104ab5a1611aff4b659bc0,30,224,74,10,2,10599.759,3,16,109,0,71,176.95949,1662,50,3,1662,0,NA,20,98845.625,1,10,54,2,291.16064,2,42911,18,5,45294.61,393,71,6,0,6,Intermediate,n
4,account.2b4c488cd79441c4bd2900063aa6d6a1,20,100,56,5,0,8345.84,2,9,80,0,40,88.96161,1516,64,3,1516,0,NA,12,49249.652,0,4,64,1,14.999853,0,28174,8,2,24081.977,281,40,0,0,0,Intermediate,n
3,account.31992825f241475ab9147e73e763cc7c,37,122,145,29,0,19997.752,8,30,113,0,143,458.5543,1465,134,4,1465,0,NA,9,18176.441,1,8,134,2,0,3,36842,16,2,41451.688,529,70,0,0,1,Beginner,n
2,account.5957f472590245cda462e38122e95c70,15,98,65,18,1,9626.312,5,20,58,0,76,194.80202,1567,41,3,1567,0,NA,18,126995.5,1,9,45,0,5.883323,0,39847,29,0,45821.03,384,32,2,0,6,Pro,n
2,account.1a634925ecfe41d48af2b483bf0503c0,29,178,79,0,0,11872.47,3,19,76,0,76,117.430534,1592,33,4,1592,0,NA,17,51135.68,1,9,36,1,78.90708,0,31315,16,4,35627.414,305,76,3,0,3,Pro,n
4,account.7b04c2144cc648f8a7b29e0865bd2884,4,20,11,8,0,1512.1875,2,2,17,0,12,106.77033,1595,11,2,1595,0,NA,3,13395.984,0,5,12,0,118.93346,0,8988,4,0,11012.911,100,12,1,0,1,Intermediate,n
3,account.79dca31a1fb54d48ad8a6f237443da45,65,216,113,9,0,18820.016,6,21,234,0,102,261.37274,1606,126,3,1606,0,NA,47,113700.4,1,6,130,2,73.27834,1,92854,51,6,88916.875,874,19,0,0,7,Beginner,n
2,account.f46754c84aa9445ba9db3c824b14b25d,37,235,86,55,2,12485.534,6,11,121,0,85,253.42816,1629,61,4,1629,0,NA,23,59046.35,2,7,61,1,105.48542,1,48558,31,5,36392.246,557,68,2,0,2,Pro,n
4,account.648661150238486698614df97873c806,22,150,48,19,0,8596.361,4,11,119,0,53,212.72154,1581,42,3,1581,0,NA,12,54358.316,1,6,43,1,35.359610000000004,0,37773,17,2,37039.4,323,29,0,0,1,Intermediate,n
4,account.63c975c40eda48a1b56b68426f786f3f,12,70,50,2,0,6901.5166,3,10,86,0,46,283.49673,1565,41,3,1565,0,NA,16,28566.318,0,11,42,1,0,2,25321,11,2,24034.21,277,46,4,0,4,Intermediate,n
3,account.0a69f439b3e9421cad19bc0f309d3440,4,8,5,4,0,1131.6195,3,2,11,0,8,109.17678,1400,10,2,1400,0,NA,1,7482.658,0,4,10,1,0,0,3715,1,0,5176.555,66,4,0,0,0,Beginner,n
3,account.b50b369e52b4459bb04b9cb7b1854b21,28,349,106,11,0,16719.61,8,17,179,0,101,292.6713,1571,97,3,1571,0,NA,31,105413.695,2,5,100,4,287.64804,0,67313,32,2,83986.234,755,31,2,0,4,Beginner,n
4,account.5fa10f9ae11b4bbdab0486cb72f93109,13,104,27,7,1,4928.2544,6,9,60,0,26,196.12604,1711,21,2,1711,0,NA,6,33826.797,0,5,22,0,0,0,17353,11,1,16624.48,158,10,2,0,3,Intermediate,n
4,account.b91056687463470695027cba3f24d00b,94,307,177,18,1,26502.812,8,39,302,0,170,191.4107,1551,180,3,1551,0,NA,61,130077.94,2,11,183,7,92.785385,2,95847,32,0,97218.43,1126,42,3,0,6,Intermediate,n
3,account.174aa526a4444007a2e540b2e9779ff5,1,7,2,4,1,488.82935,1,1,10,0,4,166.71965,1453,1,2,1453,0,NA,2,5024.092,0,4,2,0,0,0,2496,1,0,3490.2202,9,4,1,0,1,Beginner,n
3,account.bde70c56ca2f45b498396c6a3299e391,4,17,9,17,1,1660.3372,1,5,5,0,17,222.38979,1435,2,2,1435,0,NA,0,10186.536,0,9,3,0,42.8882,0,3258,2,0,3926.434,31,17,1,0,1,Beginner,n
3,account.f8cf3c8594aa47b8845c5e87b16a5030,0,0,0,0,0,0,1,0,0,0,0,0,845,1,0,845,0,NA,0,533.44556,0,0,1,0,0,0,845,1,0,11.602955,0,0,0,0,0,Beginner,n
3,account.6f88dfa4b5e34d3aac0559669e3db252,0,0,2,0,0,100,1,0,0,0,0,0,129,1,0,129,0,NA,0,0,0,0,1,1,0,0,129,0,0,6.719319,1,0,0,0,0,Beginner,n
3,account.a352ccfa11444d9ead958a6d3dbb51a1,0,7,2,0,2,152.81964,3,0,12,0,2,100.05898,1654,6,2,1654,0,NA,0,4301.833,0,2,7,3,491.63336,0,5912,6,0,3590.311,8,0,2,0,5,Beginner,n
3,account.e44b9bc8ed0442878cbbb6b34932fa74,0,0,0,0,0,0,1,0,0,0,0,0,86,1,0,86,0,NA,0,0,0,0,1,0,0,0,86,0,0,0.5357285,1,0,0,0,0,Beginner,n
3,account.9517d65f226b44c3ad88085cb584c08a,0,0,0,0,1,0,1,0,0,0,0,0,797,3,0,797,0,NA,0,1600.5325,0,0,3,1,0,0,2046,3,0,1199.9022,0,0,1,0,1,Beginner,n
3,account.a523c755cbc64149a5d7116524cf7c5b,0,1,0,0,0,0,1,0,2,0,0,0,172,1,0,172,0,NA,0,0,0,0,1,0,0,0,172,0,0,97.63586,2,0,0,0,0,Beginner,n
3,account.ea0dbadc423a4ad083ec9564ab18dd18,8,53,47,8,0,5078.696,8,12,27,0,45,272.80774,1356,43,3,1356,0,NA,0,44948.67,5,13,45,7,105.20927,0,30654,25,0,28143.664,105,13,2,0,5,Beginner,n
3,account.74803cc418804b889f770c7029adfce5,5,12,19,24,0,2411.3606,1,5,6,0,24,433.4308,1645,2,2,1645,0,NA,0,2459.8394,0,17,2,0,0,0,2913,2,0,3812.026,21,24,0,0,0,Beginner,n
3,account.e921efae7b14422c85a80f57ee893295,0,2,0,0,0,23.539669,1,0,1,0,0,0,491,1,0,491,0,NA,0,0,0,0,1,0,0,0,491,1,0,1615.677,7,0,0,0,0,Beginner,n
4,account.ce6e7f00c0ee499ea4a042dc7b6f0ede,0,0,0,0,0,0,1,0,0,0,0,0,133,1,0,133,0,NA,0,0,0,0,1,0,0,0,133,0,0,98.16277,0,0,0,0,0,Intermediate,n
4,account.22780720f8e84cd68310e5c9a324856a,2,51,15,0,0,2108.4695,4,3,14,0,14,68.552124,1417,10,2,1417,0,NA,4,14579.916,0,9,10,0,0,0,7046,3,0,8989.806,95,14,0,0,0,Intermediate,n
3,account.09a284d3cb634d59a1ff2a4bd7c03d9e,1,1,0,0,0,22.8,1,0,0,0,0,0,665,1,0,665,0,NA,0,1383.3025,0,0,1,0,0,0,665,0,0,1258.999,6,0,0,0,0,Beginner,n
3,account.e86401a296434f4ebe8d7bda4a67e7af,1,1,0,0,0,75.13849,1,0,1,0,0,0,874,1,0,874,0,NA,2,1382.8386,0,0,1,0,20.313622,0,874,0,0,1409.1388,12,0,0,0,0,Beginner,n
3,account.5ea7ef6f5008416e903e7c81bd02dfbb,10,22,16,10,1,2070.4277,3,0,36,0,12,122.34648,1511,19,1,1511,0,NA,3,13361.806,0,2,20,1,0.21827921,1,9674,2,1,10400.293,119,10,1,0,1,Beginner,n
4,account.ae8e06b358b146468a2e429213d5d243,5,53,14,0,0,2379.162,5,4,67,0,9,77.42636,1437,23,2,1437,0,NA,4,26559.207,0,3,23,1,1.2398871,2,16202,13,0,15179.787,223,9,0,0,0,Intermediate,n
4,account.55e10f3c66484fc690b6faf7f2a12ef2,22,105,52,3,1,7098.3477,3,6,59,0,55,339.57492,1533,21,3,1533,0,NA,18,42918.676,0,9,24,0,10.459352,0,18323,13,1,19772.258,156,43,2,0,3,Intermediate,n
4,account.4d162ae7ec7f4dc3a9f6e64fef47381b,13,36,19,16,1,2971.7437,3,6,25,0,27,462.4597,1390,6,2,1390,0,NA,2,11732.68,0,8,7,0,46.632256,0,8701,7,1,12924.155,76,16,1,0,1,Intermediate,n
4,account.63a0a8a8469a4edf8fc5eefdd9bc07bb,8,89,32,2,0,4565.4453,5,6,50,0,28,152.58504,1644,24,2,1644,0,NA,6,10102.945,0,4,25,0,68.68945,0,16397,8,0,19918.445,230,6,1,0,1,Intermediate,n
2,account.c82b4fb2602f47abb7196e4a362b6bf9,39,325,130,0,0,23156.494,6,34,232,0,135,318.3085,1617,99,4,1617,0,NA,47,106491.28,1,8,104,7,187.52368,0,73108,30,6,80694.98,804,8,1,0,6,Pro,n
4,account.7a61fce0156544e58c16911fabad6ace,35,381,95,13,2,13639.6455,8,28,204,0,93,324.27277,1550,64,3,1550,0,NA,28,82379.15,2,7,73,2,528.28845,1,78444,60,2,99687.016,640,48,5,0,11,Intermediate,n
4,account.44122648c1d64d0db53cb214e833c4f0,0,1,2,0,0,333.71704,2,1,0,0,2,9.905761,216,3,1,216,0,NA,0,0,0,2,3,0,0,0,388,0,0,249.03299,7,2,0,0,0,Intermediate,n
3,account.61a52e2c89934a9ab4b73f973e6c5e1a,2,11,2,1,0,267.8274,2,0,5,0,1,7.407674,911,4,1,911,0,NA,1,1994.0955,0,1,4,0,0,0,2112,0,0,1123.2457,23,1,0,0,0,Beginner,n
4,account.c675fcdb10a0439b8c820fb673987452,0,0,0,0,0,0,1,0,0,0,0,0,266,1,0,266,0,NA,0,0,0,0,1,0,0,0,266,0,0,213.76122,5,0,0,0,0,Intermediate,n
3,account.ece9d09aa9504ccfb7aff3fd30c24bc3,0,3,1,0,0,348.71622,2,0,0,0,2,28.164114,823,3,1,823,0,NA,1,242.9432,0,1,3,0,0,0,1711,0,0,2484.3933,30,2,0,0,0,Beginner,n
4,account.ccd4739299634fbfab3e3684bcba42ed,1,20,1,0,0,742.89374,5,2,4,0,3,71.96338,1186,14,1,1186,0,NA,2,17514.826,0,2,14,0,22.52341,0,6925,0,0,10189.252,64,0,0,0,0,Intermediate,n
2,account.e8fe39e4dd964b5eb21986232d9d5948,10,72,21,20,1,2608.63,1,1,52,0,20,240.01459,1501,19,1,1501,0,NA,9,25062.695,0,4,20,0,209.51006,0,14575,10,0,12903.722,153,20,1,0,1,Pro,n
3,account.862250b3b78b47c7a168ed250c6a7783,0,6,3,0,0,287,1,0,15,0,0,0,666,2,0,666,0,NA,0,2399.0342,0,0,2,0,0,0,1236,1,0,1875.6302,11,0,0,0,0,Beginner,n
3,account.36dc27d8ffc14d97a732fa8b2405f344,5,16,24,0,0,3404.2522,3,3,12,0,22,60.743797,1216,7,2,1216,0,NA,1,7411.002,0,8,7,0,0,0,3744,0,0,4898.881,62,22,0,0,0,Beginner,n
4,account.aeae9cb811db48ccb344393cb3bd066b,1,12,13,6,0,1714.0017,4,1,3,0,15,310.18802,1031,7,2,1031,0,NA,0,7451.825,0,6,7,0,0,0,2924,0,0,3460.3154,46,15,0,0,0,Intermediate,n
3,account.5fef65fc2f4d4b6ab3b35f55e4325217,0,0,0,0,0,0,1,0,0,0,0,0,781,1,0,781,0,NA,0,0,0,0,1,0,0,0,781,0,0,50.98971,1,0,0,0,0,Beginner,n
3,account.bb13a0f678ec4cff90789096b94cf5b5,0,1,0,0,0,67.782,1,0,0,0,0,0,438,1,0,438,0,NA,0,0,0,0,1,0,0,0,438,0,0,1446.5913,6,0,0,0,0,Beginner,n
3,account.5013916976e045b0a9b189519e091f7e,0,0,0,0,0,0,1,0,0,0,0,0,376,1,0,376,0,NA,0,0,0,0,1,0,0,0,376,1,0,0.7597032,0,0,0,0,0,Beginner,n
2,account.fdc4811796e344488f38d4e7637bd634,25,56,27,10,0,3971.0862,2,7,35,0,27,399.65482,1555,6,2,1555,0,NA,6,13307.125,0,8,8,0,0,0,7424,6,0,12610.129,66,10,0,0,2,Pro,n
3,account.679d3782834444419cc68f8d433b45fb,0,0,0,0,0,0,1,0,0,0,0,0,763,1,0,763,0,NA,0,0,0,0,1,1,0,0,763,0,0,22.316692,4,0,0,0,0,Beginner,n
3,account.a43a08e3668647cfa112ea0218bbe59a,8,75,42,6,0,6560.4917,3,10,55,0,41,190.65749,1504,25,4,1504,0,NA,6,22530.48,0,8,26,1,13.264124,0,20843,12,0,32337.434,229,6,0,0,1,Beginner,n
3,account.204d2690a0e942aabb0b82352926b7cf,0,0,0,0,0,0,1,0,0,0,0,0,761,1,0,761,0,NA,0,0,0,0,1,1,0,0,761,0,0,48.92775,3,0,0,0,0,Beginner,n
3,account.f0c1cb8da1224d1c92e39a7c8bbd66c7,1,0,2,0,0,353.0984,1,0,0,0,0,0,703,2,0,703,0,NA,0,536.8713,0,0,2,0,0,0,914,0,0,1110.0983,12,0,0,0,0,Beginner,n
3,account.fd9e554b6e5c4e968a1cc20ecbf5bdf7,0,0,2,1,0,123.35197,1,1,0,0,1,2.009052,127,2,1,127,0,NA,0,0,0,1,2,0,0,0,241,0,0,123.90695,4,1,0,0,0,Beginner,n
3,account.265801a5d62c4ddb95ca051dd7be0f01,2,6,18,20,1,2604.358,3,3,10,0,25,194.93103,1351,8,2,1351,0,NA,0,11271.399,4,16,8,0,167.00148,0,3856,3,0,5484.0645,52,25,2,0,2,Beginner,n
4,account.e78eb13c1e1649ffbb72754fe306dbc0,25,210,121,4,0,17493.701,6,47,98,0,116,311.55252,1550,76,4,1550,0,NA,17,103578.055,2,15,78,1,8.76015,0,60828,38,0,73489.734,560,12,0,0,3,Intermediate,n
3,account.c785b8aad80646acae2aca2156c66add,76,371,238,18,0,34528.51,7,52,298,0,257,305.37784,1710,160,4,1710,0,NA,47,68675.26,0,9,161,3,289.61868,4,74330,40,3,81835.88,1023,118,1,0,3,Beginner,n
3,account.e65b7ed6356d47a2a6880605ddaee3f1,53,359,167,33,0,23878.389,7,45,254,0,152,394.29868,1553,123,4,1553,0,NA,43,115946.03,0,10,125,1,1880.5139,5,73379,37,5,80879.15,824,61,0,0,2,Beginner,n
4,account.67af4c6ece31421ab3421610f9b69970,1,15,1,1,1,430.32877,1,0,4,0,1,49.824287,1302,4,1,1302,0,NA,3,5753.429,0,1,4,0,0,0,4443,4,0,2926.9434,36,1,1,0,1,Intermediate,n
4,account.c14395fb15c4459bb60311c7e2304246,0,6,7,9,0,1204.524,1,2,7,0,9,23.843185,754,3,3,754,0,NA,0,0,0,7,3,0,0,0,1605,0,0,2022.6223,26,9,0,0,0,Intermediate,n
2,account.152ad260302e4efcbec61d5b5217da6b,60,451,156,17,1,22903.633,8,35,360,0,145,618.15186,1640,129,4,1640,0,NA,36,182194.61,3,10,133,5,316.36572,1,113717,66,24,77052.94,1119,63,3,0,9,Pro,n
2,account.7ec91d0890c341cf957ccc09da881d1d,31,179,89,16,1,11889.636,6,18,226,0,79,288.31296,1613,58,3,1613,0,NA,36,115969.234,0,7,60,2,1.7826743,1,46935,31,1,54866.684,521,55,2,0,3,Pro,n
4,account.41b30481ed7a4b27bbab47275c5461d8,0,0,0,1,0,100,1,0,0,0,1,31.064278,134,2,1,134,0,NA,0,0,0,1,2,0,0,0,267,0,0,121.26163,6,1,0,0,0,Intermediate,n
4,account.c4db293f48ba44f2a1ae7bee2e133ffe,0,7,4,4,0,619.44214,1,1,7,0,4,57.98616,918,6,1,918,0,NA,0,155.57365,0,3,6,0,0,0,2216,2,0,3983.1997,29,4,0,0,0,Intermediate,n
3,account.9ff33a3a903c44adbfbc5c844a7411eb,27,167,76,15,0,11499.789,5,14,119,0,63,391.39148,1562,75,3,1562,0,NA,10,55007.508,0,9,75,1,51.63826,0,44803,22,0,49649.68,456,15,0,0,0,Beginner,n
4,account.3bf45db9168f4894979793acaa48b3cb,47,203,104,19,1,15302.771,5,23,156,0,94,312.87982,1532,59,3,1532,0,NA,28,98146.016,0,10,61,0,0,1,43344,24,0,41150.43,509,19,1,0,2,Intermediate,n
