cluster,accountId,assists,boosts,dBNOs,dailyKills,dailyWins,damageDealt,days,headshotKills,heals,killPoints,kills,longestKill,longestTimeSurvived,losses,maxKillStreaks,mostSurvivalTime,rankPoints,rankPointsTitle,revives,rideDistance,roadKills,roundMostKills,roundsPlayed,suicides,swimDistance,teamKills,timeSurvived,top10s,vehicleDestroys,walkDistance,weaponsAcquired,weeklyKills,weeklyWins,winPoints,wins
4,account.780eaeb7e2f8434e80c05dfd695fd10d,455,2232,1158,2,0,190870.72,45,264,2237,0,1158,528.90344,1726,881,5,1726,0,,344,1142296.6,50,22,908,16,1728.9591,15,662944,365,34,605565.94,4223,8,0,0,45
3,account.83d4e052aead4baa86d508e3858bf090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.edd9ff9fe42e467dbe6e0c94faacde0e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,account.22775634ac4a40f8bcf9bed5f7cc42bb,59,266,155,0,0,20499.33,19,43,229,0,175,326.86487,1567,75,4,1567,0,,26,141753.89,4,12,80,3,268.73895,0,67231,40,4,75448.805,631,0,0,0,7
2,account.9fd0e0f681c5443f823dbe752a8af646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.c7fc8523c49546dead91c1cfca68993f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.12b6fd3a70d740a2a0fa04f37306e2f1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.4fa9a84a902945ac8cd65820a5fdfaba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.1f676b5a07084343bb7aba8331c9bd1a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.590cd6d4e89044b2b66764cae84b8ced,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,account.3bbed1748971487aa7c825374ef1a75d,430,1377,839,0,1,124314.234,20,205,817,0,996,641.39844,1651,278,3,1651,0,,182,434377.03,8,21,330,2,1137.772,5,262654,195,12,427971.22,2142,169,12,0,83
4,account.9184e314c1914e81b4f6b0372ced3a0a,44,260,118,6,0,17553.945,7,23,138,0,101,327.43134,1568,87,2,1568,0,,25,92043.375,1,6,88,1,170.04997,1,60262,26,5,75723.586,402,6,0,0,4
3,account.031c588eca9d4b538215317a03dcdb2c,50,225,155,68,2,21964.664,9,31,200,0,152,393.88184,1582,103,4,1582,0,,47,124401.79,9,9,106,3,686.1647,2,72560,31,3,90983.016,729,77,2,0,3
3,account.05ee1c8daa5740dbae2311c41a3a0b5a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,account.842e8419c0e74360869e010890c4d064,15,151,80,7,0,10250.68,11,30,73,0,105,375.80872,1621,36,5,1621,0,,10,83986.03,6,11,38,0,37.546165,0,33079,19,1,39318.36,339,7,0,0,3
4,account.51598441aa894a91bd10352d7c3177b2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.98417d91f2924c87952fabd9e8f73fbf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,account.3898f764e7a64ca4b3b4dd10aaa90200,192,1171,601,11,0,90092.91,33,126,692,0,649,309.19928,1512,442,4,1512,0,,161,111766.97,0,9,459,5,350.74185,4,205214,136,2,310908.84,2551,131,6,0,25
3,account.ffec2f1247d043dd82cf602d6205fcba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,account.5a6eede68f29449a821abdd090cf5739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,account.bc72bed5cd334d8aaca970279fe8cf2a,833,6184,2275,20,2,320161.1,58,390,3294,0,2307,378.28067,1712,1684,4,1712,0,,659,2213804.8,22,10,1732,31,886.5087,13,1136025,537,35,1313469.8,8525,20,2,0,76
4,account.515a6c6c197148d2ac75c059455fcecb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.081de76576184f848edb6b817afbc4d3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,account.43e887ef02da485c83a2761f70805ad8,3,17,7,8,1,1434.6948,1,1,19,0,8,108.73435,1344,7,1,1344,0,,2,249.37825,0,3,8,0,0,0,5790,4,0,9815.42,44,8,1,0,1
4,account.93b577f57a16416dac1a7cbeb9b4b5c1,136,919,439,8,1,66978.54,45,111,616,0,465,429.40735,1637,316,4,1637,0,,116,425049.1,5,16,328,6,410.0852,1,225451,115,5,270752.7,2027,8,1,0,19
3,account.1371ba200c334137a0d1fab3eec937ca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,account.b424dbd93a104ab5a1611aff4b659bc0,110,931,410,11,1,59153.68,16,98,411,0,420,420.22766,1592,295,4,1592,0,,61,454113.56,22,9,309,4,2346.242,3,213349,98,10,233396,1246,11,1,0,19
4,account.2b4c488cd79441c4bd2900063aa6d6a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.e239919ae6c14b5b8e1ad89364c6a7d6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.8eb4cb02ce104e33ba2b95fe022b97a9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,account.6f0b59eb6a5346feb03597a75e4c808b,212,1761,625,22,0,100399.516,40,145,785,0,603,426.0245,1659,419,4,1659,0,,125,483589.44,7,8,431,8,1610.102,6,340054,183,17,358289.8,2631,63,1,0,19
3,account.31992825f241475ab9147e73e763cc7c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,account.5957f472590245cda462e38122e95c70,83,488,154,0,0,25817.146,13,31,215,0,151,413.03088,1554,133,3,1554,0,,31,177996.78,4,6,141,2,202.4085,2,126511,88,7,194837.31,1152,0,0,0,13
2,account.1a634925ecfe41d48af2b483bf0503c0,32,342,84,1,0,13526.845,9,27,203,0,92,244.0853,1587,75,3,1587,0,,25,88981.77,0,5,81,1,329.268,1,59655,35,1,60510.438,433,1,0,0,8
4,account.afb13a64e5d34e0186d17737a1e09e36,1,27,6,0,0,669.2291,4,0,26,0,2,176.69908,1539,11,1,1539,0,,6,17565.69,0,1,11,1,0,0,8978,5,0,8293.828,77,0,0,0,0
4,account.8c43391049364e688c45524b0a1cacb1,2,19,3,1,0,1030.532,3,1,4,0,2,20.275007,1433,9,1,1433,0,,2,17741.938,0,1,9,1,8.275983,0,6118,1,0,8083.9194,41,1,0,0,0
4,account.7b04c2144cc648f8a7b29e0865bd2884,7,51,19,0,1,2269.4006,4,9,46,0,20,225.66357,1629,21,3,1629,0,,3,29248.527,0,6,22,0,1.9677409,0,18300,11,0,21325.223,80,0,1,0,3
2,account.50989931eecc4fae82d2f6eeeed7be0e,155,792,375,22,2,57127.69,14,93,589,0,331,334.16782,1707,280,3,1707,0,,92,345250.2,0,9,290,2,1052.3503,3,220096,106,8,262434.12,2056,22,2,0,14
4,account.e184092cd13e4bb39bd70117341b983a,0,27,4,1,0,926.45557,3,1,10,0,4,89.312386,1472,9,1,1472,0,,1,17115.297,0,2,9,0,98.502625,0,6385,1,0,8676.995,38,1,0,0,0
3,account.79dca31a1fb54d48ad8a6f237443da45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,account.e4682eb43480498b9ea120253c39f0e0,318,1537,1201,41,0,166652.45,29,276,1861,0,1194,555.5899,1609,783,5,1609,0,,274,539781.6,17,11,796,11,5171.3726,16,415537,209,22,411372.4,3613,88,0,0,17
2,account.f46754c84aa9445ba9db3c824b14b25d,157,942,424,10,0,65172.688,23,85,586,0,410,371.45425,1652,256,3,1652,0,,113,308031.5,1,8,268,3,617.53827,3,185995,104,15,178743.4,1887,55,3,0,20
4,account.648661150238486698614df97873c806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,account.63c975c40eda48a1b56b68426f786f3f,116,716,243,21,1,35420.85,27,65,387,0,223,332.87134,1645,180,4,1645,0,,61,263665.16,0,8,189,2,106.69285,3,137176,84,5,180654.7,1262,35,1,0,12
3,account.0a69f439b3e9421cad19bc0f309d3440,51,221,129,2,0,20028.904,19,32,229,0,125,376.81464,1638,93,3,1638,0,,36,131345.06,1,9,98,3,168.84369,0,71301,44,5,100317.48,493,2,0,0,12
3,account.b50b369e52b4459bb04b9cb7b1854b21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,account.5fa10f9ae11b4bbdab0486cb72f93109,46,347,128,28,0,20760.777,7,39,248,0,125,368.30637,1609,81,4,1609,0,,30,134057.84,0,10,83,1,542.7471,2,66870,36,3,75105.34,610,80,3,0,3
4,account.b91056687463470695027cba3f24d00b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.174aa526a4444007a2e540b2e9779ff5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.25c9cd4c25b8443283be77ecde8ac6eb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.8d190e82c58d444ba8e540d5eff72087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.1afebacbc8124113b410ffb931274e15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.29004fa8a0614fd0ad2e64c388725cea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.0bb6c041ac1e4bfdaba02173522553cc,2,7,0,1,0,382.978,1,0,4,0,1,17.830757,1247,1,1,1247,0,,1,2329.7913,0,1,1,0,0,0,1247,1,0,871.18335,6,1,0,0,0
3,account.7043903162524576bcb6c4f161c2c548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,account.535dd806ffe54098a7b5edcd34f1d879,213,1926,730,7,0,111021.83,42,205,1213,0,733,484.84085,1633,397,3,1633,0,,157,846753.56,20,21,426,9,1288.9042,4,352422,185,23,365654.8,2704,7,0,0,38
3,account.bde70c56ca2f45b498396c6a3299e391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.f2a0c76503454c46a96eaf65598f2f13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.ef6f5877d93843698e3018a78673140c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.f8cf3c8594aa47b8845c5e87b16a5030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.ba85588793d643c094a6998fc0a89031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.3680c98e59c741a381da1528d954473d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.a4106e71a40f4d3a870a4ffec7ee4180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.8b868a2aa52f4424bf6239178a051f3a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.3e969c82ac5649599bf5c136161d0ece,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.a65f5914e9c14d7f84a9d1877f977e39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.b645160aff15480a8ec9066e30833597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.c230cf6345ab4cb9ba094d3030103a49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.de42b63d95dc48f1ae047882c0ffd351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.aedf454d677641a19ed7acba4fcfae51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.993efe9fa4b64a618fe9d353af33f82f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.af6b607ff6c647478cdecc7948d55cd5,2,24,10,1,0,1269.0712,4,1,21,0,11,208.04828,1519,4,2,1519,0,,2,15926.998,3,5,5,0,0,0,5157,3,1,8544.578,28,1,0,0,1
3,account.2b077998a5a645e184d910c5c4e8efd0,0,0,0,0,0,0,1,0,0,0,0,0,125,1,0,125,0,,0,0,0,0,1,0,0,0,125,0,0,64.99959,2,0,0,0,0
3,account.6f88dfa4b5e34d3aac0559669e3db252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.a352ccfa11444d9ead958a6d3dbb51a1,5,12,22,25,0,3003.283,1,8,11,0,25,323.59744,1365,3,3,1365,0,,4,4705.1743,0,12,3,0,3.0372422,0,2529,3,0,3724.2415,18,25,0,0,0
3,account.21379e45bee34307b3da89151d8bc3e9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.44eeece9f86e4867a81a70ae84e4aaaf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.29b4bc8717ac41269c97765cb7657057,3,13,24,15,1,2633.3784,5,5,24,0,31,397.9188,1190,4,3,1190,0,,1,15846.863,0,15,5,0,0,0,4367,4,0,11049.27,43,15,1,0,2
3,account.95c5b794384e4b27a2fcf26b35ea82d1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.94ec7f36162a4c82981781bca5b8276a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.231431ff8f9941f2ab4eb3623479bce9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.1ce052f63d7b4b82afd0428fea778e3a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.1f1f567df7734752a9ecb2d4ab84cc6c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.a85d313b205b43ccaeebbdf88640fff8,3,113,260,10,0,30586.344,13,118,105,0,346,370.21075,1307,26,7,1307,0,,0,75199.2,1,33,28,3,132.63646,0,21513,11,2,26774.031,138,10,0,0,2
3,account.d053ed522f66407587f70e167dddc5c7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.0451c9fda2394fc296f71bfcc570075b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.b32ea579a2024ea282e9d8e98a702de5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.fdb31627ca9240c58d84fe40d81cd095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.bcc906b58805441796f9a09c79b97c97,0,5,2,2,0,281.4414,1,0,1,0,2,182.32527,884,1,1,884,0,,0,3726.462,0,2,1,0,0,0,884,0,0,1481.4789,3,2,0,0,0
3,account.e44b9bc8ed0442878cbbb6b34932fa74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.977cef60476e41bdac24df49b84b9cd2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.a6f166e9e42543efbae767abe116ead2,0,0,1,0,0,100,1,0,0,0,0,0,147,1,0,147,0,,0,0,0,0,1,0,0,0,147,0,0,24.568762,3,0,0,0,0
